period,oha,ohv,ogs,ocp,ocf
1,11487.081554401235,2738329.1999999997,103361393.62988605,157809362.20629445,8742483.250475122
2,10912.727476681168,2601412.739999999,111986015.5726295,158633692.32687694,8715777.452978127
3,10912.727476681173,2601412.7399999993,120737846.46407753,159798922.49157953,8749981.731959786
4,10912.727476681168,2601412.7400000016,129242482.9468811,161216476.7158303,8818999.556229359
5,12061.435632121285,2601412.74,137162024.7462492,162798566.73015508,8882895.01205375
6,12061.435632121282,2601412.739999999,144329356.7119292,164441493.00080663,8946579.48718537
7,12061.435632121285,2601412.7399999984,150609301.8898161,166027773.05692628,8999484.82358309
8,12061.435632121293,2601412.7399999993,155882572.5092684,167098954.41773507,9027246.752477242
9,12061.435632121294,2601412.740000002,160110363.72702172,167782571.79919872,9037998.996066393
10,12061.435632121293,2601412.74,163283150.5908717,168126933.62634388,9037004.945587335
