period,oha,ohv,ogs,ocp,ocf
1,21256.0765894272,4563881.999999999,101213684.45341551,157114409.1802582,-1707616.2936335471
2,20927.4407917421,4335687.899999997,107789359.05883028,157136857.6885929,-2066604.486008661
3,22318.88041889855,4335687.899999996,114502904.5973713,157474907.19358334,-2300260.171928065
4,22318.880418898563,4335687.900000001,121148263.35570726,158300389.00284022,-2448619.960613553
5,22318.880418898556,4335687.899999997,127585978.49635814,159563752.64998093,-2520405.1922412766
6,22318.880418898578,4335687.899999999,133727992.4640371,161001369.6100935,-2519817.756575722
7,21888.789722659498,4335687.899999998,139413435.2783916,162055320.00824165,-2514197.185985045
8,20193.272759955813,4335687.900000004,144379145.89328748,162979658.40319934,-2571074.493052586
9,20193.27275995582,4335687.899999999,148435528.76744378,163779530.35556638,-2577773.275164391
10,20193.27275995582,4335687.899999998,151701835.48530734,164404093.86172608,-2569063.0456269532
