period,oha,ohv,ogs,ocp,ocf
1,32215.396023329784,7302211.2,97992120.68870962,157568540.84528753,8495495.332310434
2,30604.626222163308,6937100.640000004,101578045.34221075,157628563.6819074,8453574.769023638
3,30604.626222163304,6937100.640000001,105328447.34415612,157863030.12949508,8436454.589302847
4,30604.626222163304,6937100.640000004,108928784.05608076,158376498.99514237,8453587.726100245
5,33826.165824496275,6937100.640000007,112129002.39176105,159125352.99884716,8461023.759733168
6,33826.165824496304,6937100.640000002,114798616.86774434,159939510.31949463,8469075.551329147
7,33826.16582449628,6937100.64,116865043.79861572,160768023.72529328,8466554.671824068
8,33826.16582449625,6937100.639999999,118256342.95184588,161179374.82339564,8443593.56887036
9,33826.16582449624,6937100.639999997,118975561.2925281,161323730.1547419,8415482.139107104
10,33826.16582449623,6937100.640000006,118986988.88021319,161261618.26883522,8380473.8246706445
