period,oha,ohv,ogs
1,5695.000679882337,653143.900312047,6248845.137630097
2,3330.4862651205494,279698.7130016578,8538794.509953799
3,2923.342064007197,238831.10546654364,11179094.030248404
4,0.0,0.0,14259874.497688841
5,0.0,0.0,17411097.037248578
6,0.0,0.0,20502162.403421562
7,0.0,0.0,23419368.762893602
8,187.5290327339653,23200.188285439952,26062753.204502814
9,438.00156656292006,66050.63055010609,28351236.3991586
10,134106.72715837037,19045603.846350707,7971919.35731349
