period,oha,ohv,ogs,ocp,ocf
1,5723.45256536083,689459.3999999999,6206121.020350153,26643045.672291074,1488471.2311173163
2,6009.625193628872,654986.4299999994,8056798.720220824,27647351.970715743,1560518.365165865
3,5480.9255752032595,654986.4299999997,10159915.344927019,28530246.299317464,1632838.1302484924
4,5437.279937092791,654986.4299999995,12351464.061506325,29190085.398068152,1687605.7857786925
5,5437.279937092793,654986.4299999994,14495933.56370976,29571223.02981355,1717467.5113996398
6,5437.279937092793,654986.4299999997,16495177.414719213,29741090.270756267,1726718.5438882846
7,5437.27993709279,654986.4299999996,18279093.323730096,29815019.743463203,1722312.624125338
8,6009.625193628873,654986.4299999998,19799847.731216982,29867890.658820424,1715802.2160868477
9,6009.6251936288745,723932.37,20944770.202586263,29876887.478086937,1710020.7038169636
10,6009.625193628874,723932.37,21777843.100227486,29820590.813837267,1706583.0356781012
