period,oha,ohv,ogs,ocp,ocf
1,875.8004334771766,153213.19999999998,6836998.902703094,26739458.43702063,1549590.5237704772
2,832.0104118033177,145552.54000000004,9346109.131653232,27881765.81130392,1633124.0380757314
3,832.0104118033177,145552.54000000004,12183017.143253485,28901078.70909433,1707042.2821318822
4,832.0104118033178,145552.54000000007,15171323.015992358,29709768.970302492,1764646.2166899315
5,832.0104118033177,145552.54,18149597.861249093,30261476.41095415,1802527.6574834778
6,872.7931493220618,145552.54000000004,20989589.13304128,30582626.106021423,1823619.7339842292
7,919.5904551510354,160873.86000000004,23583182.283553857,30745450.705145985,1832972.971110005
8,919.5904551510354,160873.86000000007,25896656.082024273,30820497.68272411,1837039.599955303
9,919.5904551510355,160873.86000000004,27889284.277933843,30849248.297326084,1838277.9232441864
10,919.5904551510354,160873.8600000001,29542401.804853212,30855489.20116488,1839118.9244119353
