period,oha,ohv,ogs,ocp,ocf
1,390.0311877569669,76606.6,6927124.314467798,26743302.880572908,1554489.992557066
2,370.5296283691185,72776.27000000002,9523552.336971574,27898619.790922888,1638858.9760054008
3,370.52962836911854,72776.27,12453659.574542698,28932111.236473124,1713559.1040762633
4,370.5296283691185,72776.27,15540181.722761061,29757109.72519986,1772435.992948864
5,370.52962836911854,72776.26999999999,18619768.214499243,30325706.92311636,1811743.2391090821
6,370.5296283691186,72776.27,21563883.539498888,30661368.67186024,1834205.733186888
7,409.5327471448152,80436.93000000001,24271255.02674633,30837944.789663587,1845045.8638514634
8,409.5327471448153,80436.93,26696210.386201825,30921690.773580085,1850438.9002557853
9,409.53274714481535,80436.93000000002,28796121.399746794,30956845.73246053,1852577.0044934982
10,409.53274714481523,80436.93000000001,30551807.41342345,30971175.716415375,1853498.2985660858
