period,oha,ohv,ogs,ocp,ocf
1,4917.8354612655585,612852.8,6296246.432114859,26659104.914424714,1499227.1208510518
2,5163.727234328837,582210.1599999999,8244298.525581091,27676890.657934047,1570753.7019838695
3,4671.943688202281,582210.1599999996,10458699.894454174,28587057.95143106,1646110.5414675763
4,4671.943688202282,582210.16,12776342.069263998,29278419.18635711,1700702.4779041659
5,4671.943688202284,582210.16,15054707.726652443,29696507.087035857,1732348.77196773
6,4671.943688202285,582210.1599999999,17186225.734510638,29898700.812363874,1743554.7585438755
7,4671.943688202282,582210.16,19095628.869904224,29981378.61717311,1741506.6724307658
8,5163.727234328839,643495.44,20664209.089044053,30030622.10958756,1734794.0208973512
9,5163.7272343288405,643495.44,21930139.90351849,30030741.041132856,1731337.782065812
10,5163.727234328841,643495.44,22878006.472772412,29990623.778338708,1727134.3615074393
