period,oha,ohv,ogs,ocp,ocf
1,3439.281450353248,459639.6,6476497.255644269,26687246.191742472,1518150.0463856263
2,3317.6545201383,436657.6199999999,8616181.52524627,27753361.99491914,1596112.465893283
3,3267.317377835586,436657.62,11048874.404071022,28716676.919768825,1671691.1867660305
4,3267.3173778355845,436657.62000000017,13604870.026380023,29453812.42093667,1725069.546415724
5,3267.317377835585,436657.6199999999,16127802.920632266,29920634.61400201,1758212.354880988
6,3267.317377835585,436657.61999999994,18499830.184381697,30164118.165599912,1772594.4242043658
7,3267.3173778355845,436657.62,20642571.009846196,30269872.802858897,1775213.5120010602
8,3611.245522870911,482621.57999999967,22458563.639530238,30324986.47732574,1770901.178207222
9,3611.245522870909,482621.57999999996,23962699.08186316,30333577.068974394,1769870.031158783
10,3611.2455228709096,482621.58000000013,25145310.636887513,30314616.167220473,1767421.7326328969
