period,oha,ohv,ogs,ocp,ocf
1,4156.262867973631,536246.2,6386371.843879564,26676932.266554084,1509853.8592392718
2,4268.8965246559,509433.88999999996,8431205.245423911,27708217.372176923,1581573.0551264384
3,3948.44972457495,509433.88999999984,10755952.505695535,28653244.347829822,1660146.324442004
4,3948.449724574947,509433.88999999996,13195627.174452892,29372138.81563967,1713585.2807795613
5,3948.4497245749503,509433.8899999998,15599383.431236934,29815472.286414243,1745766.0238417552
6,3948.4497245749476,509433.8899999998,17852045.48895149,30039228.78565704,1758496.6596463542
7,3948.4497245749467,509433.88999999996,19875492.20529617,30132564.24989314,1758579.1210722676
8,4364.076011372314,563058.51,21562690.432323907,30177416.428079233,1753544.1601102152
9,4364.076011372314,563058.5099999997,22942164.63965881,30184226.556934875,1750882.7338719473
10,4364.076011372311,563058.5099999998,24005423.526053898,30156170.170506377,1747978.771724966
