period,oha,ohv,ogs,ocp,ocf
1,2045.160519340735,306426.4000000001,6656748.079173682,26711945.454666313,1534428.8383976286
2,1942.9024933736976,291105.07999999996,8983084.143777544,27824895.56522653,1617691.4865390894
3,1942.9024933736985,291105.07999999996,11624877.120191665,28820020.581064638,1691327.5548878217
4,1942.9024933736982,291105.0800000001,14407304.987001937,29595114.512096815,1746243.4152081583
5,1942.902493373697,291105.08,17165763.609898742,30107726.70895549,1781862.671209052
6,1942.902493373698,291105.07999999996,19776822.117375795,30391297.166634668,1800213.6234124794
7,2063.3196864418883,321747.7200000001,22123522.38949774,30522794.92505209,1805997.8375278122
8,2147.418545307772,321747.72,24195517.384266797,30586854.579481,1806379.2307109942
9,2147.418545307771,321747.7200000001,25951528.6809493,30608946.157437164,1806245.006221897
10,2147.418545307772,321747.72000000003,27382119.87677251,30604560.64852168,1805645.5843656699
