period,oha,ohv,ogs,ocp,ocf
1,38183.51090031827,8214987.6,96918266.10047428,177806498.82703832,0.0
2,36274.33535530241,7804238.219999995,99378694.9356297,178498085.02367526,0.0
3,36534.659971662404,7804238.220000003,101891673.82674901,179618130.1269079,0.0
4,40092.68644533418,7804238.22,104263386.25245921,180856517.61478478,0.0
5,39555.887031885606,7804238.220000005,106413225.32115793,182465139.51167047,0.0
6,36274.33535530243,7804238.219999994,108386475.33284621,184358005.91917366,0.0
7,36274.3353553024,7804238.220000014,110154692.97962171,186554730.4016835,0.0
8,36676.93943660068,7804238.220000001,111331198.35365467,188362419.7550537,0.0
9,36274.33535530241,7804238.220000009,111948462.82403179,190020006.76637077,0.0
10,40092.68644533419,8117272.398463281,111776871.91069075,191549805.0482824,0.0
