period,oha,ohv,ogs,ocp,ocf
1,20309.14765560408,4563882.0,101213684.45341548,179101890.95531762,0.0
2,21324.60503838429,4335687.8999999985,107788575.26236832,181370231.28269678,0.0
3,21324.605038384263,4335687.9,114482361.06061998,184227509.1127106,0.0
4,21324.605038384278,4335687.9,121093775.1561586,187299946.47856563,0.0
5,19293.690272823867,4335687.899999998,127475976.90033823,190516014.58329374,0.0
6,19293.69027282385,4335687.900000001,133574214.44222783,193816723.08428475,0.0
7,20003.207337906235,4335687.900000002,139192500.74679047,197340095.75344533,0.0
8,19293.69027282385,4335687.899999997,143923131.59850308,200402548.82109246,0.0
9,19293.69027282386,4335687.900000003,147781770.56113544,203208635.64782438,0.0
10,21324.605038384274,4594258.48830323,150408405.65654042,205608586.79777634,0.0
