period,oha,ohv,ogs,ocp,ocf
1,8373.823412759988,1825552.7999999998,104435248.21812138,179941074.5888236,-1185192.944695584
2,8792.514583397988,1746071.531042261,114069755.54603238,183232349.62191832,-1523503.891427376
3,8612.986212936288,1734275.160000001,123883988.91752234,187200625.07532668,-1678431.7269462256
4,8428.171074730202,1734275.159999999,133564773.76969837,191422693.69630095,-1728051.1260058589
5,8635.708757582279,1734275.1600000006,142824867.41533595,195602755.6249816,-1709493.9576445394
6,8792.514583397995,1734275.16,151480589.54762024,199631296.04681748,-1654333.054728438
7,8792.51458339799,1734275.1600000004,159366204.52296364,203449425.37299886,-1583034.5637589279
8,8431.751946743047,1734275.16,166317419.57547188,206979945.11052528,-1488480.7236382463
9,7955.13224212198,1734275.16,172289616.7354733,210251004.18454665,-1364140.9176050615
10,7955.13224212199,1734275.1600000004,177198821.28007734,213089544.10548753,-1238477.839925125
