period,oha,ohv,ogs,ocp,ocf
1,20037.491150916972,4563882.0,101213684.45341553,178812393.30241653,-1013570.6178462188
2,19035.616593371138,4335687.900000002,107845200.2489244,180817410.9235402,-1251978.133077928
3,20262.57344032305,4335687.899999998,114660960.18811117,183414178.4132665,-1354033.7222533764
4,21039.365708462832,4335687.9,121327204.7547929,186224615.50129664,-1422805.0548833138
5,21039.365708462832,4335687.900000002,127607306.82710966,189170773.91579893,-1464090.9671142604
6,21039.36570846283,4335687.900000002,133481176.74822484,192142347.16525355,-1449349.031476254
7,21039.36570846283,4335687.9,138944458.65160996,194946394.06956795,-1430022.952369771
8,19035.616593371138,4335687.899999999,143897414.2416239,197797434.99841434,-1378292.7811704034
9,19035.61659337115,4335687.899999998,148202839.29938176,200130504.0810025,-1301740.75078677
10,19035.616593371124,4335687.9,152023677.9377089,201924465.80423334,-1192648.2504570533
