period,oha,ohv,ogs,ocp,ocf
1,7692.897070651031,1825552.8,104435248.21812136,179993443.47746733,0.0
2,7308.252217118478,1734275.1599999997,114066923.16573265,183422342.02476868,0.0
3,7308.252217118475,1734275.1600000004,123863702.7376668,187512441.58578867,0.0
4,7308.2522171184755,1734275.1599999988,133543200.74454243,191811314.7438759,0.0
5,7308.25221711848,1734275.1600000001,142828376.64180133,196053636.80543038,0.0
6,7308.252217118478,1734275.16,151515533.62059656,200139444.5692053,0.0
7,7308.252217118477,1734275.1600000006,159413447.00285813,204040983.33516875,0.0
8,7308.252217118477,1734275.1599999997,166297069.2818099,207795034.57112107,0.0
9,7308.252217118481,1734275.1599999997,172019416.52084726,211166020.44013387,0.0
10,8077.5419241835825,1797892.3278375315,176449102.42335638,214153266.5388774,0.0
