period,oha,ohv,ogs,ocp,ocf
1,37148.61377814658,8214987.6000000015,96918266.10047428,177286793.57074708,-783411.1708900915
2,39006.0444670539,7804238.220000002,99499761.29210535,177345279.9530388,-869408.0290455299
3,37182.65279709402,7804238.220000003,102241182.1015383,177992089.21020752,-885862.185201432
4,36507.83858552492,7804238.220000003,104840542.6410428,178798913.16850442,-923682.4167242125
5,38682.33480444702,7804238.220000009,107096300.42005455,179704156.22054395,-953866.697523829
6,39006.044467053944,7804238.219999997,109027902.20287848,180900889.64410815,-986573.6977285928
7,36512.59542869877,7804238.219999997,110644602.5989926,182262580.57502642,-1055966.3036027257
8,35291.18308923926,7804238.220000002,112017597.37689553,183704753.23142126,-1064652.5205918064
9,35291.183089239275,7804238.220000012,113245180.13678378,184353783.9761848,-1061028.9716288967
10,35291.18308923929,7804238.220000001,114723465.1119707,185037202.34823003,-931088.9030390995
