period,oha,ohv,ogs,ocp,ocf
1,606.841493873262,111202.49909938654,106452130.92506327,180504672.98200753,-1293194.5552493297
2,637.1835685669253,116762.62405435588,117962716.30625728,184538197.84910178,-1658607.2170199887
3,607.2711683469233,116762.6240543559,129606424.21072002,189230066.63904697,-1792062.8452146975
4,576.4994191795989,116762.62405435585,141006653.9346608,194071257.49892005,-1813352.8738204446
5,576.4994191795989,116762.62405435587,151801338.96447352,198826323.95889843,-1767064.7229163125
6,576.4994191795992,105642.37414441722,161748641.98615974,203371915.27592874,-1693795.5030204793
7,637.1835685669253,105642.3741444172,170632961.85702938,207646905.3798593,-1601551.271098489
8,576.4994191795989,105642.3741444172,178289191.60004127,211583635.46768212,-1475694.8053285002
9,576.4994191795988,105642.3741444172,184670716.48479998,215118039.56702378,-1329743.1462152717
10,576.4994191795989,105642.37414441718,189756054.94026724,218276468.83675724,-1191181.8781623484
