period,oha,ohv,ogs,ocp,ocf
1,29397.027598247634,6389434.8,99065975.27694489,178450157.40252268,0.0
2,27927.176218335255,6069963.059999998,103591512.72777261,180045850.2044126,0.0
3,29844.471646001868,6069963.060000002,108203851.49214841,182118429.714462,0.0
4,30866.878978159977,6069963.059999998,112719784.19236092,184367740.65958574,0.0
5,28464.522466550785,6069963.0600000005,117060497.00560217,186839178.21391878,0.0
6,27927.17621833522,6069963.059999994,121202281.3331313,189333494.88441303,0.0
7,27989.845056731738,6069963.060000006,125034623.71056758,192195066.3771021,0.0
8,27927.176218335233,6069963.059999997,128084129.83078116,194643181.586268,0.0
9,27927.176218335233,6069963.060000005,130373449.64997607,196903398.06144613,0.0
10,30866.87897815999,6708906.540000002,131242042.17166676,198887716.1679782,0.0
