period,oha,ohv,ogs,ocp,ocf
1,5451.063570774599,612852.8,6296246.432114857,26629469.393246945,-483744.9165681675
2,5723.616749313329,582210.1599999997,8238791.864686432,27622787.421988025,-499471.5674784581
3,5723.616749313327,582210.1599999997,10453570.655126221,28468100.43486993,-501644.51004640636
4,5723.61674931333,582210.1599999999,12790673.904766673,29127430.887868345,-499016.8885812766
5,5723.61674931333,582210.1599999998,15116918.158795107,29455803.67973141,-479053.7063411129
6,5604.638833514289,582210.1599999995,17310673.930878717,29512518.970999043,-474277.60905430105
7,5723.61674931333,582210.1599999996,19280944.756419778,29486715.0247749,-484938.9183926493
8,5178.5103922358685,582210.1599999998,20997792.92932611,29490970.311441902,-505638.36595149507
9,5178.51039223587,582210.1599999997,22452153.932079826,29545697.26683485,-521804.8036204514
10,5178.510392235871,582210.1599999999,23677663.921088967,29610345.992875308,-523648.65140715626
