period,oha,ohv,ogs,ocp,ocf
1,5710.051628857516,689459.4,6206121.020350153,26643199.30157732,1488731.4070893812
2,5995.554210300392,654986.4299999991,8056966.910691542,27647836.577831216,1560478.4240203483
3,5479.058292498895,654986.4299999994,10159817.819516996,28536568.98048768,1633904.662410791
4,5424.549047414644,654986.4299999994,12350022.719949378,29198708.825622234,1688252.5839102822
5,5424.549047414643,654986.4299999996,14491136.053908119,29574398.36966462,1717557.3642610263
6,5424.549047414645,654986.4299999998,16486229.359735675,29740666.09834662,1726268.989372297
7,5424.5490474146445,654986.4299999996,18264585.257224657,29812823.900774848,1721997.628566144
8,5995.554210300393,654986.4299999997,19778354.138099022,29859841.94717437,1715455.8453986086
9,5995.5542103003945,654986.4299999996,20996765.912805006,29881245.418917555,1711043.353522485
10,5995.554210300392,654986.4299999999,21909338.598390896,29848152.635186963,1708651.0782757252
