period,oha,ohv,ogs,ocp,ocf
1,1416.3602435062357,153213.20000000004,6836998.902703093,26692566.992691085,-493392.945805972
2,1487.1782556815474,145552.54000000004,9335141.1613944,27793769.652073674,-533994.7243497913
3,1487.1782556815472,145552.53999999998,12158808.06980667,28781824.1578913,-555664.401453211
4,1403.597000767074,145552.54,15140799.413367825,29569936.498683974,-571073.3052925948
5,1345.5422313309239,145552.53999999998,18132091.58907299,30111450.968590684,-576834.8503084647
6,1345.542231330924,145552.54000000007,21008400.238006122,30419254.674397897,-580015.9662516754
7,1345.5422313309236,145552.54000000004,23678079.547204815,30581055.858769346,-582892.6645868098
8,1345.5422313309236,145552.54000000007,26086265.954086863,30663036.397330154,-582823.8713610384
9,1345.5422313309234,145552.54,28184055.73673238,30696591.6868318,-581843.2193857883
10,1345.5422313309236,145552.54,29951915.027006246,30731732.900483724,-582406.6669514178
