period,oha,ohv,ogs,ocp,ocf
1,3537.108640828027,459639.6,6476497.2556442665,26725377.525276337,1521962.8624905183
2,3713.9640728694267,436657.61999999965,8600880.32528228,27740225.928615604,1593047.6727331977
3,3360.2532087866243,436657.61999999994,11020709.957384149,28662592.72514347,1663707.148835927
4,3360.253208786622,436657.61999999994,13561752.102358766,29376688.366043605,1713205.896508038
5,3360.2532087866234,436657.61999999994,16059416.99048921,29740963.660672378,1739174.8294603308
6,3360.253208786624,436657.6199999998,18444873.09918795,29889582.63051393,1740802.7220242694
7,3360.253208786624,436657.61999999994,20641800.993410528,30034994.956402645,1761024.6964491815
8,3360.2532087866243,436657.6199999999,22626775.79231104,30200877.18907053,1781868.2939875799
9,3713.9640728694253,436657.62,24377805.612371393,30366331.02876839,1786130.1897614864
10,3713.964072869426,436657.6199999998,25854184.416833032,30475253.225475043,1784131.62534455
