period,oha,ohv,ogs,ocp,ocf
1,6261.97173013083,689459.4,6206121.02035015,26621109.491713896,-481937.0253975042
2,6575.070316637372,654986.4299999995,8052843.668937904,27591022.058812752,-492094.8388538127
3,6575.070316637372,654986.4299999997,10155888.694670638,28417968.07727155,-489630.9049892207
4,6575.070316637373,654986.4299999997,12370360.650031675,29035917.490434404,-481152.34121242363
5,6575.070316637374,654986.4299999997,14564692.76989221,29327675.877590697,-457700.83641072595
6,6575.07031663737,654986.4299999994,16623750.950600324,29334855.717283834,-450463.89369572425
7,5998.899253274008,654986.4299999995,18457150.53767104,29288319.360920597,-462574.86949858663
8,5948.873143624288,654986.4299999995,20043016.718493547,29269606.747673243,-485733.50808844063
9,5948.873143624288,654986.4299999995,21371237.970163625,29312820.40833062,-507166.45244485466
10,5948.8731436242915,654986.4299999997,22487145.77846111,29381384.377280794,-509591.5543076634
