period,oha,ohv,ogs,ocp,ocf
1,1981.8755366895602,229819.8,6746873.490938387,26687677.31776951,-492063.1123390397
2,1905.6227377038842,218328.8099999999,9157943.175389495,27784415.2872177,-528795.0470562306
3,2080.969313524039,218328.80999999997,11891426.662284404,28744114.211371493,-547932.0978797679
4,1946.643422460106,218328.81,14782876.267621879,29512647.342646077,-562451.0731851733
5,1882.7817598550828,218328.8099999999,17683484.626593295,30017556.86325107,-566665.1798979464
6,1985.271250493959,218328.80999999997,20466687.27478699,30301250.78899886,-572329.9546550115
7,2080.969313524038,218328.8099999999,23043446.329985023,30442029.543440733,-575097.5500880841
8,2080.969313524039,218328.81000000003,25362664.93876124,30503488.005000368,-574725.4223749465
9,1882.7817598550823,218328.80999999997,27374991.842348818,30550959.83488878,-575920.8206031193
10,1882.781759855082,218328.8099999999,29079666.991165508,30605778.002512474,-574903.123971242
