period,oha,ohv,ogs,ocp,ocf
1,5793.897820276367,858288.0000000001,17009059.18436288,52572397.74640946,0.0
2,5504.202929262548,815373.6000000003,20025915.28693111,53609389.196701445,0.0
3,5504.2029292625475,815373.5999999996,23347687.21283874,55147631.16916546,0.0
4,5504.202929262547,815373.5999999997,26872160.100979198,57021308.547673516,0.0
5,5504.20292926255,815373.6000000004,30351408.464443542,58863850.56465485,0.0
6,5504.202929262548,815373.6000000001,33646257.072660215,60800068.98136121,0.0
7,5504.2029292625475,815373.6,36678570.15301686,62829889.56160171,0.0
8,5504.202929262547,815373.6000000002,39385598.95064101,64922408.238847315,0.0
9,6083.592711290187,815373.5999999997,41795686.30730451,67007692.069294415,0.0
10,6083.5927112901845,815373.6000000001,44007830.96092233,68835542.13173003,0.0
