period,oha,ohv,ogs,ocp,ocf
1,5320.272882199531,751001.9999999999,17135278.0078923,52587746.75370204,-278263.7519958778
2,5586.286526309508,713451.9000000001,20284364.09432885,53605952.06984548,-548424.9602206497
3,5586.2865263095055,713451.8999999997,23744026.947807163,55124139.56454176,-690210.0330565996
4,5586.2865263095055,713451.8999999998,27398833.02597144,56971021.14780727,-767663.5657733928
5,5586.286526309505,713451.8999999999,31017438.908010174,58839024.27777348,-789528.7509771463
6,5123.2975583135285,713451.8999999997,34473079.97788374,60832896.93838385,-830542.8753437677
7,5054.259238089552,713451.8999999997,37692981.850396104,62881272.61272067,-846631.8833559238
8,5054.259238089553,713451.8999999999,40626570.93402645,64932732.384098515,-845114.4393746426
9,5054.259238089552,713451.9000000001,43291059.18822502,66882267.646283306,-820532.2140073671
10,5054.259238089551,713451.8999999998,45784963.43095052,68656403.17351294,-743287.7354377293
