period,oha,ohv,ogs,ocp,ocf
1,6609.986095657126,965574.0,16882840.360833474,52535388.86421794,0.0
2,6940.48540043998,917295.3000000004,19769876.894181672,53480128.919049695,0.0
3,6279.486790874265,917295.2999999998,22956524.028591078,54931283.04990037,0.0
4,6279.486790874265,917295.2999999997,26346035.481017325,56733761.22614449,0.0
5,6279.486790874267,917295.3000000002,29685231.070771553,58492562.34235165,0.0
6,6279.486790874267,917295.2999999998,32840834.086625908,60362378.585512154,0.0
7,6279.486790874266,917295.2999999999,35736079.342397556,62341493.05283307,0.0
8,6279.486790874265,917295.3000000004,38304142.8590889,64403242.05815693,0.0
9,6940.48540043998,917295.2999999995,40597217.078264974,66451835.41608666,0.0
10,6940.4854004399795,917295.2999999999,42710161.08214941,68232718.41489749,0.0
