theme0,theme1,theme2,theme3,theme4,age,area
04,1,13,204,13,64,16.762772563254597
04,1,13,204,13,56,17.876106185724957
04,1,13,204,13,56,17.875980404537028
04,1,13,204,13,53,0.43541403393897565
04,1,13,204,13,53,0.6000732327451377
04,1,13,204,13,53,20.393101370284278
04,1,13,204,13,53,0.4778982839900426
04,1,13,204,13,53,10.900074941835964
04,1,13,204,13,53,1.199827807263625
04,1,13,204,13,53,0.43541403393897565
04,1,13,204,13,53,0.6000732327451377
04,1,13,204,13,53,20.372616464363
04,1,13,204,13,53,0.4778982839900426
04,1,13,204,13,53,10.828103180710306
04,1,13,204,13,53,1.199827807263625
04,1,33,1201,33,38,0.5081181287768376
04,1,33,1201,33,38,2.577811995574806
04,1,33,1201,33,38,5.913226063160652
04,1,33,1201,33,38,0.5067795296320252
04,1,33,1201,33,38,2.577811995574806
04,1,33,1201,33,38,5.913226063160652
04,1,33,1201,33,39,9.468460692929128
04,1,33,1201,33,39,6.640966409610383
04,1,33,1201,33,39,7.716148946818877
04,1,33,1201,33,39,0.16879577882960228
04,1,33,1201,33,39,9.468279608137523
04,1,33,1201,33,39,6.640966409610383
04,1,33,1201,33,39,7.671318572874957
04,1,33,1201,33,39,0.16871456977466076
04,1,33,1201,33,37,47.50135728664131
04,1,33,1201,33,37,0.3015202616551694
04,1,33,1201,33,37,47.05509608937212
04,1,33,1201,33,37,0.3015202616551694
04,1,33,1201,33,37,2.775953737113637
04,1,33,1201,33,37,2.775953737113637
04,1,33,1201,33,98,0.5086488143633279
04,1,33,1201,33,98,1.7068965989650549
04,1,33,1201,33,98,0.19414442395323162
04,1,33,1201,33,98,0.5086488143633279
04,1,33,1201,33,98,1.6719522558685929
04,1,33,1201,33,98,0.19414442395323162
04,1,10,204,10,60,3.4886987409093644
04,1,10,204,10,60,0.42750000000000005
04,1,10,204,10,60,3.4886987409093644
04,1,10,204,10,60,0.42750000000000005
04,0,13,204,13,58,11.110743594478276
04,0,13,204,13,58,1.6823740012700255
04,0,13,204,13,58,11.076180225404741
04,0,13,204,13,58,1.6823740012700255
04,0,22,304,22,199,2.1718401170572563
04,0,22,304,22,199,2.153931660857215
04,1,6,100,6,56,3.488405787594158
04,1,6,100,6,56,3.488405787594158
04,1,33,1201,33,113,1.9440375821475624
04,1,33,1201,33,113,1.7901808139216393
04,1,22,304,22,89,2.9049610693792234
04,1,22,304,22,89,1.1492064175040113
04,1,22,304,22,89,2.9049610693792234
04,1,22,304,22,89,1.1492064175040113
04,1,13,204,13,52,4.671044602320335
04,1,13,204,13,52,0.6713444035716791
04,1,13,204,13,52,1.4785607077515357
04,1,13,204,13,52,4.671044602320335
04,1,13,204,13,52,0.6713444035716791
04,1,13,204,13,52,1.4785607077515357
04,1,13,204,13,46,7.385715141971503
04,1,13,204,13,46,7.250221564016616
04,1,13,204,13,46,7.65
04,1,13,204,13,46,7.65
04,1,33,1201,33,71,23.52633717493627
04,1,33,1201,33,71,23.52633717493627
04,1,13,204,13,46,2.7157421817090213
04,1,13,204,13,46,2.6704447906409756
04,1,29,403,29,112,0.24088440000079572
04,1,29,403,29,112,0.24088440000079572
04,1,13,204,13,56,0.26907794892207526
04,1,13,204,13,56,2.740894822707599
04,1,13,204,13,56,0.4813536588454705
04,1,13,204,13,56,2.1831770363679093
04,1,13,204,13,56,4.530119985723646
04,1,13,204,13,56,0.1289882674149967
04,1,13,204,13,56,19.74832177146477
04,1,13,204,13,56,0.5175400168547164
04,1,13,204,13,56,0.1890469574747341
04,1,13,204,13,56,1.8920830683064065
04,1,13,204,13,56,0.11779743206065321
04,1,13,204,13,56,0.5836692936553981
04,1,13,204,13,56,17.718045919800087
04,1,13,204,13,56,0.2602471098654495
04,1,13,204,13,56,2.6814548945655092
04,1,13,204,13,56,0.4813536588454705
04,1,13,204,13,56,2.1831770363679093
04,1,13,204,13,56,4.530119985723646
04,1,13,204,13,56,0.1289882674149967
04,1,13,204,13,56,19.658030765920717
04,1,13,204,13,56,0.5175400168547164
04,1,13,204,13,56,0.1890469574747341
04,1,13,204,13,56,1.8920830683064065
04,1,13,204,13,56,0.11779743206065321
04,1,13,204,13,56,0.582078160543328
04,1,13,204,13,56,17.67976294161458
04,1,13,204,13,58,1.935665561455362
04,1,13,204,13,58,41.186294771451145
04,1,13,204,13,58,1.8729632092182515
04,1,13,204,13,58,40.8194123301558
04,1,13,204,13,34,17.01
04,1,13,204,13,34,17.01
04,1,13,204,13,86,0.10500000000000001
04,1,13,204,13,86,0.10500000000000001
04,1,13,204,13,57,0.411647416967921
04,1,13,204,13,57,5.5504447262351055
04,1,13,204,13,57,0.12147184846536693
04,1,13,204,13,57,0.531954986526339
04,1,13,204,13,57,36.90887691568284
04,1,13,204,13,57,0.411647416967921
04,1,13,204,13,57,5.5504447262351055
04,1,13,204,13,57,0.12147184846536693
04,1,13,204,13,57,0.531954986526339
04,1,13,204,13,57,36.90887691568284
04,1,13,204,13,58,31.427011019503652
04,1,13,204,13,58,0.4283691842403688
04,1,13,204,13,58,31.340129557148806
04,1,13,204,13,58,0.4283691842403688
04,1,13,204,13,55,7.302828640696658
04,1,13,204,13,55,8.10005474765657
04,1,13,204,13,55,7.2643894907603075
04,1,13,204,13,55,8.10005474765657
04,1,13,204,13,48,4.55711895756575
04,1,13,204,13,48,9.945253889057348
04,1,13,204,13,48,2.7942379944076965
04,1,13,204,13,48,4.55711895756575
04,1,13,204,13,48,9.89529043758353
04,1,13,204,13,48,2.7942379944076965
04,1,22,304,22,65,0.7888925836054793
04,1,22,304,22,65,1.2328272621427554
04,1,22,304,22,65,0.679740167894675
04,1,22,304,22,65,0.7888925836054793
04,1,22,304,22,65,1.2328272621427554
04,1,22,304,22,65,0.679740167894675
04,1,13,204,13,68,16.92203880207555
04,1,13,204,13,68,16.886826752075343
04,1,13,204,13,25,5.94
04,1,13,204,13,25,5.94
04,1,6,100,6,48,10.513636519006079
04,1,6,100,6,48,0.7511599102216107
04,1,6,100,6,48,4.366449834100333
04,1,6,100,6,48,0.6439869895767042
04,1,6,100,6,48,0.7533131599916753
04,1,6,100,6,48,0.9580815703376028
04,1,6,100,6,48,3.984721754688407
04,1,6,100,6,48,10.513636519006079
04,1,6,100,6,48,0.7511599102216107
04,1,6,100,6,48,4.366449834100333
04,1,6,100,6,48,0.6439869895767042
04,1,6,100,6,48,0.7489917543199152
04,1,6,100,6,48,0.9580815703376028
04,1,6,100,6,48,3.984721754688407
04,1,13,204,13,87,12.047955362489216
04,1,13,204,13,87,12.047955362489216
04,1,13,204,13,76,7.703125624998939
04,1,13,204,13,76,7.703125624998939
04,1,13,204,13,54,13.270475311615394
04,1,13,204,13,54,13.245629273479487
04,1,13,204,13,64,16.282902927819627
04,1,13,204,13,64,16.282902927819627
04,1,13,204,13,66,0.4873707071269451
04,1,13,204,13,66,2.192007766055323
04,1,13,204,13,66,4.678946507501846
04,1,13,204,13,66,0.2168396239710303
04,1,13,204,13,66,0.4873707071269451
04,1,13,204,13,66,2.192007766055323
04,1,13,204,13,66,4.678946507501846
04,1,13,204,13,66,0.19502377012697766
04,1,13,204,13,36,12.96
04,1,13,204,13,36,12.96
04,1,13,204,13,67,1.071506519402866
04,1,13,204,13,67,9.027909106238436
04,1,13,204,13,67,0.41615283715485285
04,1,13,204,13,67,1.071506519402866
04,1,13,204,13,67,9.027909106238436
04,1,13,204,13,67,0.415824071654852
04,1,13,204,13,62,12.693012867109116
04,1,13,204,13,62,12.693012867109116
04,1,13,204,13,91,3.722560818407874
04,1,13,204,13,91,1.398215159828289
04,1,13,204,13,91,3.722560818407874
04,1,13,204,13,91,1.3764616710301985
04,1,13,204,13,76,2.0917864335190726
04,1,13,204,13,76,3.1140290551914984
04,1,13,204,13,76,2.6355889478188845
04,1,13,204,13,76,2.0917864335190726
04,1,13,204,13,76,3.0824357514838114
04,1,13,204,13,76,2.6355889478188845
04,1,13,204,13,63,3.3886963695727625
04,1,13,204,13,63,5.750701355288177
04,1,13,204,13,63,0.4652455705881777
04,1,13,204,13,63,3.3886963695727625
04,1,13,204,13,63,5.680792464245293
04,1,13,204,13,63,0.4652455705881777
04,1,33,1201,33,91,16.14926811569619
04,1,33,1201,33,91,16.14926811569619
04,0,13,204,13,62,0.949866194199398
04,0,13,204,13,62,1.742724958490063
04,0,13,204,13,62,0.894996944198012
04,0,13,204,13,62,1.742724958490063
04,1,13,204,13,61,7.550806208666178
04,1,13,204,13,61,7.513858275259598
04,1,13,204,13,105,4.289544095262535
04,1,13,204,13,105,4.252284110142115
04,1,6,100,6,48,10.995538498928168
04,1,6,100,6,48,0.19620124758146046
04,1,6,100,6,48,10.995538498928168
04,1,6,100,6,48,0.19620124758146046
04,1,13,204,13,48,1.3526099589329121
04,1,13,204,13,48,1.9267926750596465
04,1,13,204,13,48,18.01853597165329
04,1,13,204,13,48,1.3526099589329121
04,1,13,204,13,48,1.9267926750596465
04,1,13,204,13,48,18.018001597392587
04,1,13,204,13,62,12.431600034374927
04,1,13,204,13,62,12.416329232842635
04,1,10,204,10,43,0.21192211794089091
04,1,10,204,10,43,0.21192211794089091
04,1,13,204,13,61,2.4155219243906676
04,1,13,204,13,61,8.249231122248572
04,1,13,204,13,61,2.4428197716705613
04,1,13,204,13,61,3.4992723271583364
04,1,13,204,13,61,2.4155219243906676
04,1,13,204,13,61,8.210240805373358
04,1,13,204,13,61,2.4428197716705613
04,1,13,204,13,61,3.3794183243227134
04,1,13,204,13,66,18.103821400484296
04,1,13,204,13,66,7.6215887778071645
04,1,13,204,13,66,18.103821400484296
04,1,13,204,13,66,7.6215887778071645
04,1,13,204,13,49,5.873225167898428
04,1,13,204,13,49,5.82298686789811
04,1,13,204,13,78,1.6066464185953166
04,1,13,204,13,78,3.433697547958905
04,1,13,204,13,78,1.6066464185953166
04,1,13,204,13,78,3.433697547958905
04,1,22,304,22,98,0.5481259249984287
04,1,22,304,22,98,0.22000049999915064
04,1,22,304,22,98,0.5481259249984287
04,1,22,304,22,98,0.22000049999915064
04,1,13,204,13,80,5.262236245327484
04,1,13,204,13,80,15.604995376638504
04,1,13,204,13,80,5.165248861083965
04,1,13,204,13,80,15.604995376638504
04,1,13,204,13,84,8.682935610736967
04,1,13,204,13,84,8.682935610736967
04,1,13,204,13,67,18.49000089999847
04,1,13,204,13,67,18.336250749998726
04,1,13,204,13,53,2.671786304923561
04,1,13,204,13,53,18.295713038901603
04,1,13,204,13,53,4.66880182940902
04,1,13,204,13,53,2.671786304923561
04,1,13,204,13,53,18.183996407829596
04,1,13,204,13,53,4.66880182940902
04,1,13,204,13,57,3.0255347926494944
04,1,13,204,13,57,0.12859192852071935
04,1,13,204,13,57,0.33936280992702983
04,1,13,204,13,57,11.343391539807929
04,1,13,204,13,57,0.19955777869110042
04,1,13,204,13,57,2.8597025627831334
04,1,13,204,13,57,18.185744634601242
04,1,13,204,13,57,18.945368881634494
04,1,13,204,13,57,3.0255347926494944
04,1,13,204,13,57,0.12859192852071935
04,1,13,204,13,57,0.33936280992702983
04,1,13,204,13,57,11.343391539807929
04,1,13,204,13,57,0.19955777869110042
04,1,13,204,13,57,2.8597025627831334
04,1,13,204,13,57,18.13015750289974
04,1,13,204,13,57,18.91748657447071
04,1,13,204,13,45,22.79084934773066
04,1,13,204,13,45,22.48094313830387
04,1,13,204,13,52,1.5732019793550713
04,1,13,204,13,52,30.89541400563912
04,1,13,204,13,52,1.5732019793550713
04,1,13,204,13,52,30.684753206956405
04,1,33,1201,33,72,0.11921985000092537
04,1,33,1201,33,72,0.11921985000092537
04,1,26,403,26,76,0.907114067067103
04,1,26,403,26,76,0.907114067067103
04,1,19,304,19,89,0.15009940697612217
04,1,19,304,19,89,0.3245206998018946
04,1,19,304,19,89,0.2791469879539376
04,1,19,304,19,89,12.916942070808442
04,1,19,304,19,89,0.15009940697612217
04,1,19,304,19,89,0.3245206998018946
04,1,19,304,19,89,0.2791469879539376
04,1,19,304,19,89,12.835692320808029
04,1,26,403,26,84,0.21375630000047385
04,1,26,403,26,84,0.21375630000047385
04,1,26,403,26,139,4.3940712897376155
04,1,26,403,26,139,4.3940712897376155
04,1,26,403,26,83,13.208753744563671
04,1,26,403,26,83,13.10930597423178
04,1,19,304,19,51,11.182651524994057
04,1,19,304,19,51,0.23000089999847115
04,1,19,304,19,51,11.182651524994057
04,1,19,304,19,51,0.23000089999847115
04,1,26,403,26,69,5.4752329956507735
04,1,26,403,26,69,5.4752329956507735
04,1,19,304,19,114,10.668741368121319
04,1,19,304,19,114,10.598031532660181
04,0,3,100,3,99,3.7150186626948853
04,0,3,100,3,99,0.4863993049358913
04,0,3,100,3,99,3.7150186626948853
04,0,3,100,3,99,0.4863993049358913
04,1,19,304,19,64,1.9215070013341689
04,1,19,304,19,64,4.894402830110572
04,1,19,304,19,64,3.398583437996924
04,1,19,304,19,64,1.9215070013341689
04,1,19,304,19,64,4.894402830110572
04,1,19,304,19,64,3.3724272907314314
04,1,26,403,26,114,4.650009285293683
04,1,26,403,26,114,4.971845184170672
04,1,26,403,26,114,0.10500000000000001
04,1,26,403,26,114,0.3510310005092647
04,1,26,403,26,114,4.595819236782144
04,1,26,403,26,114,4.971845184170672
04,1,26,403,26,114,0.10500000000000001
04,1,26,403,26,114,0.3510310005092647
04,1,19,304,19,76,4.631872896275151
04,1,19,304,19,76,1.6794408156238547
04,1,19,304,19,76,4.631872896275151
04,1,19,304,19,76,1.6794408156238547
04,1,26,403,26,75,2.4307110000215473
04,1,26,403,26,75,2.4307110000215473
04,1,33,1201,33,65,17.825228734107736
04,1,33,1201,33,65,0.44961516245381083
04,1,33,1201,33,65,17.825228734107736
04,1,33,1201,33,65,0.38666475200571265
04,1,33,1201,33,69,7.1911102265584566
04,1,33,1201,33,69,7.1911102265584566
04,1,26,403,26,112,10.65960985866162
04,1,26,403,26,112,10.642049599822625
04,1,26,403,26,86,0.29689034999907016
04,1,26,403,26,86,0.29689034999907016
04,1,26,403,26,140,1.9323248987696902
04,1,26,403,26,140,1.9323248987696902
04,1,26,403,26,124,4.236792407955839
04,1,26,403,26,124,4.236792407955839
04,0,3,100,3,129,9.434914636632456
04,0,3,100,3,129,0.15250059999898077
04,0,3,100,3,129,9.434914636632456
04,0,3,100,3,129,0.15250059999898077
04,1,33,1201,33,71,9.318578664649884
04,1,33,1201,33,71,9.318578664649884
04,1,26,403,26,139,0.24820190805024656
04,1,26,403,26,139,0.24820190805024656
04,1,26,403,26,169,0.41373449211702285
04,1,26,403,26,169,0.41373449211702285
04,1,26,403,26,112,0.16376295481681805
04,1,26,403,26,112,0.16376295481681805
04,1,26,403,26,140,2.692453934284978
04,1,26,403,26,140,2.692453934284978
04,1,26,403,26,124,1.7522215022647485
04,1,26,403,26,124,1.7502127833357903
04,1,26,403,26,103,2.4736460040581147
04,1,26,403,26,103,2.4736460040581147
04,1,26,403,26,81,3.902343024847492
04,1,26,403,26,81,3.902343024847492
04,1,26,403,26,108,4.513125124999788
04,1,26,403,26,108,4.513125124999788
04,0,3,100,3,115,0.42020680005872074
04,0,3,100,3,115,0.42020680005872074
04,1,26,403,26,124,9.175401426975863
04,1,26,403,26,124,1.0762922277720735
04,1,26,403,26,124,8.67937197500514
04,1,26,403,26,124,9.175401426975863
04,1,26,403,26,124,1.0762922277720735
04,1,26,403,26,124,8.67937197500514
04,1,26,403,26,102,13.988584968505496
04,1,26,403,26,102,3.5620073806412345
04,1,26,403,26,102,13.988584968505496
04,1,26,403,26,102,3.515248356553975
04,1,26,403,26,85,6.350623625002336
04,1,26,403,26,85,6.350623625002336
04,0,3,100,3,65,10.752845915152655
04,0,3,100,3,65,0.169502630674354
04,0,3,100,3,65,0.10273093296298519
04,0,3,100,3,65,10.750308763492322
04,0,3,100,3,65,0.15976681751859112
04,0,3,100,3,65,0.10273093296298519
04,1,26,403,26,152,4.402499000001699
04,1,26,403,26,152,4.989998000003398
04,1,26,403,26,152,4.402499000001699
04,1,26,403,26,152,4.989998000003398
04,1,26,403,26,79,1.5178680641856415
04,1,26,403,26,79,1.5178680641856415
04,1,25,403,25,79,0.5272726629340416
04,1,25,403,25,79,0.5272726629340416
04,1,26,403,26,89,7.7143740750015715
04,1,26,403,26,89,7.7143740750015715
04,1,26,403,26,133,5.021306780236768
04,1,26,403,26,133,0.4227716895033782
04,1,26,403,26,133,0.25208019415499233
04,1,26,403,26,133,5.021306780236768
04,1,26,403,26,133,0.4227716895033782
04,1,26,403,26,133,0.25208019415499233
04,0,3,100,3,145,8.973616327800825
04,0,3,100,3,145,8.973616327800825
04,1,26,403,26,124,0.2524592003957745
04,1,26,403,26,124,0.5103093935278842
04,1,26,403,26,124,0.2524592003957745
04,1,26,403,26,124,0.5103093935278842
04,1,26,403,26,107,6.7582659348899385
04,1,26,403,26,107,5.436077835263645
04,1,26,403,26,107,2.923658794207603
04,1,26,403,26,107,0.565463741807558
04,1,26,403,26,107,1.1076620950221092
04,1,26,403,26,107,6.7394838200903004
04,1,26,403,26,107,5.407680532371658
04,1,26,403,26,107,2.923658794207603
04,1,26,403,26,107,0.565463741807558
04,1,26,403,26,107,1.1076620950221092
04,1,26,403,26,87,8.23261795990928
04,1,26,403,26,87,8.158867909909365
04,1,26,403,26,76,11.522995590115313
04,1,26,403,26,76,0.7532534388847655
04,1,26,403,26,76,11.522995590115313
04,1,26,403,26,76,0.7532534388847655
04,1,26,403,26,124,0.29292098988450255
04,1,26,403,26,124,0.29292098988450255
04,1,26,403,26,80,4.7149636174155525
04,1,26,403,26,80,8.567968273758462
04,1,26,403,26,80,8.092103767214109
04,1,26,403,26,80,4.592516493145704
04,1,26,403,26,80,8.567968273758462
04,1,26,403,26,80,8.060667961262869
04,0,3,100,3,124,4.132313504271892
04,0,3,100,3,124,4.132313504271892
04,1,26,403,26,102,5.641228962745726
04,1,26,403,26,102,5.641228962745726
04,0,3,100,3,125,2.2043724750042895
04,0,3,100,3,125,2.2043724750042895
04,1,19,304,19,100,22.227182912198135
04,1,19,304,19,100,22.227182912198135
04,1,26,403,26,47,13.040554971547492
04,1,26,403,26,47,13.040554971547492
04,0,3,100,3,97,3.8318003094394153
04,0,3,100,3,97,1.8526053326691072
04,0,3,100,3,97,7.217659466280513
04,0,3,100,3,97,3.8318003094394153
04,0,3,100,3,97,1.8526053326691072
04,0,3,100,3,97,7.112965865084769
04,1,26,403,26,103,3.095573487487813
04,1,26,403,26,103,3.0763535990902606
04,1,26,403,26,62,21.253547473316086
04,1,26,403,26,62,0.22356708438598782
04,1,26,403,26,62,21.253547473316086
04,1,26,403,26,62,0.1891646655403576
04,1,26,403,26,46,10.704195701631411
04,1,26,403,26,46,10.6174846244265
04,0,3,100,3,74,2.500017904115123
04,0,3,100,3,74,1.8304002670135444
04,0,3,100,3,74,5.994870219350485
04,0,3,100,3,74,2.500017904115123
04,0,3,100,3,74,1.8304002670135444
04,0,3,100,3,74,5.994870219350485
04,1,26,403,26,64,5.885498531923543
04,1,26,403,26,64,1.6292400829490343
04,1,26,403,26,64,5.872564772390291
04,1,26,403,26,64,1.6292400829490343
04,0,3,100,3,55,2.339233051682334
04,0,3,100,3,55,13.369326194676706
04,0,3,100,3,55,0.7750351071515142
04,0,3,100,3,55,2.339233051682334
04,0,3,100,3,55,13.120885792317289
04,0,3,100,3,55,0.7720879096776866
04,0,3,100,3,76,17.15565514494473
04,0,3,100,3,76,2.7406976137425985
04,0,3,100,3,76,1.5515462537423272
04,0,3,100,3,76,0.25461710392776205
04,0,3,100,3,76,0.8748493082120453
04,0,3,100,3,76,17.1411027292289
04,0,3,100,3,76,2.7406976137425985
04,0,3,100,3,76,1.5179441904170206
04,0,3,100,3,76,0.25461710392776205
04,0,3,100,3,76,0.8748493082120453
04,1,33,1201,33,48,47.42002658046534
04,1,33,1201,33,48,47.410651705465156
04,1,26,403,26,54,0.3249057492601161
04,1,26,403,26,54,4.4568759749983435
04,1,26,403,26,54,0.6993762749978342
04,1,26,403,26,54,0.3249057492601161
04,1,26,403,26,54,4.4400002999994905
04,1,26,403,26,54,0.6993762749978342
04,1,26,403,26,69,2.967367014544184
04,1,26,403,26,69,4.243675245229422
04,1,26,403,26,69,7.628970363579125
04,1,26,403,26,69,2.3733363791864375
04,1,26,403,26,69,1.6348076099183113
04,1,26,403,26,69,0.5796488519261342
04,1,26,403,26,69,2.967367014544184
04,1,26,403,26,69,4.243675245229422
04,1,26,403,26,69,7.609118656512696
04,1,26,403,26,69,2.3690986849952216
04,1,26,403,26,69,1.6348076099183113
04,1,26,403,26,69,0.5796488519261342
04,1,26,403,26,74,0.1490310777067913
04,1,26,403,26,74,5.376843931975165
04,1,26,403,26,74,0.16621871917838876
04,1,26,403,26,74,2.06338973630123
04,1,26,403,26,74,0.1490310777067913
04,1,26,403,26,74,5.350619234941366
04,1,26,403,26,74,0.16621871917838876
04,1,26,403,26,74,2.06338973630123
04,0,3,100,3,74,0.17187597499834376
04,0,3,100,3,74,35.15506765312323
04,0,3,100,3,74,0.2549452931023776
04,0,3,100,3,74,1.1195099935827122
04,0,3,100,3,74,0.17187597499834376
04,0,3,100,3,74,35.08461331521516
04,0,3,100,3,74,0.2549452931023776
04,0,3,100,3,74,1.1195099935827122
04,1,26,403,26,47,2.592415645926452
04,1,26,403,26,47,6.884998200003058
04,1,26,403,26,47,2.590540670926733
04,1,26,403,26,47,6.884998200003058
04,1,26,403,26,127,13.651160446390367
04,1,26,403,26,127,6.00794244768242
04,1,26,403,26,127,0.10024332906167707
04,1,26,403,26,127,13.651160446390367
04,1,26,403,26,127,6.00794244768242
04,1,26,403,26,127,0.10024332906167707
04,0,3,100,3,80,9.588838762126697
04,0,3,100,3,80,1.0452405716344155
04,0,3,100,3,80,9.588838762126697
04,0,3,100,3,80,1.0452405716344155
04,1,26,403,26,48,15.575745620604817
04,1,26,403,26,48,0.770524404890045
04,1,26,403,26,48,15.575745620604817
04,1,26,403,26,48,0.770524404890045
04,0,3,100,3,108,0.13464957592034008
04,0,3,100,3,108,8.827085822832307
04,0,3,100,3,108,3.2122265265031347
04,0,3,100,3,108,0.29730294904143123
04,0,3,100,3,108,0.10461928214216604
04,0,3,100,3,108,8.827085822832307
04,0,3,100,3,108,3.2122265265031347
04,0,3,100,3,108,0.29730294904143123
04,1,26,403,26,49,4.9491547929842525
04,1,26,403,26,49,5.482557021590575
04,1,26,403,26,49,4.9491547929842525
04,1,26,403,26,49,5.482557021590575
04,1,26,403,26,73,6.954729776346705
04,1,26,403,26,73,6.900930816071807
04,1,26,403,26,76,8.699990851443236
04,1,26,403,26,76,0.8403406582601757
04,1,26,403,26,76,8.699990851443236
04,1,26,403,26,76,0.8403406582601757
04,1,26,403,26,90,4.977867231108356
04,1,26,403,26,90,7.073576543556115
04,1,26,403,26,90,1.1732697337425095
04,1,26,403,26,90,4.977867231108356
04,1,26,403,26,90,6.986041999988888
04,1,26,403,26,90,1.1732697337425095
04,1,26,403,26,66,11.668973578263667
04,1,26,403,26,66,0.11937587499851361
04,1,26,403,26,66,11.668973578263667
04,1,26,403,26,66,0.11937587499851361
04,1,26,403,26,54,0.3419681177785793
04,1,26,403,26,54,11.041715126350597
04,1,26,403,26,54,0.3419681177785793
04,1,26,403,26,54,10.918238513820924
04,1,26,403,26,92,5.327204872874392
04,1,26,403,26,92,8.279904699368336
04,1,26,403,26,92,5.327204872874392
04,1,26,403,26,92,8.279904699368336
04,1,33,1201,33,54,9.234995500007646
