theme0,theme1,theme2,theme3,theme4,age,area
04,1,13,204,13,73,8.623053440838454
04,1,13,204,13,73,0.953013717224742
04,1,13,204,13,73,8.621295820739642
04,1,13,204,13,59,13.003484120155234
04,1,13,204,13,59,13.003484120155234
04,1,13,204,13,61,8.561544352473728
04,1,13,204,13,61,8.561544352473728
04,1,13,204,13,53,0.24812808439273554
04,1,13,204,13,53,7.438339553969755
04,1,13,204,13,53,0.23852103819577128
04,1,13,204,13,53,0.20451439404121538
04,1,13,204,13,53,2.3062023694004616
04,1,13,204,13,53,0.25568216068536703
04,1,13,204,13,53,4.795024492413885
04,1,13,204,13,53,0.24812808439273554
04,1,13,204,13,53,7.438339553969755
04,1,13,204,13,53,0.23852103819577128
04,1,13,204,13,53,0.20451439404121538
04,1,13,204,13,53,2.3061370296544212
04,1,13,204,13,53,0.25568216068536703
04,1,13,204,13,53,4.795024492413885
04,1,13,204,13,40,4.026848316865922
04,1,13,204,13,40,1.9809391596114507
04,1,13,204,13,40,4.026848316865922
04,1,13,204,13,40,1.9809391596114507
04,1,13,204,13,54,5.3965313334271805
04,1,13,204,13,54,5.395918594923349
04,1,13,204,13,59,1.8060880120732976
04,1,13,204,13,59,1.8060880120732976
04,1,6,100,6,59,4.798108312934036
04,1,6,100,6,59,4.798108312934036
04,1,6,100,6,40,13.088825702473317
04,1,6,100,6,40,13.088655357181503
04,1,13,204,13,53,15.169473622251038
04,1,13,204,13,53,1.1925050971830777
04,1,13,204,13,53,0.1921314261653968
04,1,13,204,13,53,15.104955255111957
04,1,13,204,13,53,1.1925050971830777
04,1,13,204,13,53,0.1921314261653968
04,1,13,204,13,55,27.472746083022564
04,1,13,204,13,55,0.1754017684210132
04,1,13,204,13,55,27.47198692107791
04,1,13,204,13,55,0.1754017684210132
04,1,13,204,13,79,1.7600786245040123
04,1,13,204,13,79,0.5579469016580382
04,1,13,204,13,79,1.7600786245040123
04,1,13,204,13,79,0.5579469016580382
04,1,33,1201,33,59,0.5262021020742905
04,1,33,1201,33,59,0.5164446261431301
04,1,6,100,6,68,4.360242437025723
04,1,6,100,6,68,7.063096328846656
04,1,6,100,6,68,0.17101985354182542
04,1,6,100,6,68,1.332568219258026
04,1,6,100,6,68,0.605214583025567
04,1,6,100,6,68,1.1822378087802063
04,1,6,100,6,68,2.0141247595789467
04,1,6,100,6,68,4.360242437025723
04,1,6,100,6,68,7.022249832517304
04,1,6,100,6,68,0.17101985354182542
04,1,6,100,6,68,1.332568219258026
04,1,6,100,6,68,0.605214583025567
04,1,6,100,6,68,1.1822378087802063
04,1,6,100,6,68,2.010241335697312
04,1,6,100,6,51,2.840649580469422
04,1,6,100,6,51,2.792505199205256
04,1,6,100,6,51,0.5541014781969059
04,1,6,100,6,51,2.8332363124092175
04,1,6,100,6,51,2.792505199205256
04,1,6,100,6,51,0.5541014781969059
04,1,13,204,13,45,3.3425188062822944
04,1,13,204,13,45,3.2351431990558557
04,1,6,100,6,51,1.4833268865243114
04,1,6,100,6,51,0.5524665903697568
04,1,6,100,6,51,0.16429825134867254
04,1,6,100,6,51,2.850189562170598
04,1,6,100,6,51,1.3483603731473097
04,1,6,100,6,51,0.4922306554910314
04,1,6,100,6,51,0.16429825134867254
04,1,6,100,6,51,2.850189562170598
04,1,13,204,13,50,0.7759495300322576
04,1,13,204,13,50,0.7759495300322576
04,1,13,204,13,52,0.3712854012229875
04,1,13,204,13,52,0.3712854012229875
04,1,13,204,13,51,0.3647219988381385
04,1,13,204,13,51,0.5252682197012347
04,1,13,204,13,51,0.11789738073331966
04,1,13,204,13,51,0.14798509318636602
04,1,13,204,13,51,0.3647219988381385
04,1,13,204,13,51,0.5252682197012347
04,1,13,204,13,51,0.11789738073331966
04,1,13,204,13,51,0.14798509318636602
04,1,22,304,22,63,0.2121850135332
04,1,22,304,22,63,0.2121850135332
04,0,19,304,19,81,0.8841411638675556
04,0,19,304,19,81,0.8841411638675556
04,0,19,304,19,136,6.985135130030726
04,0,19,304,19,136,6.983335997036638
04,1,19,304,19,83,0.9483771652544573
04,1,19,304,19,83,0.9483771652544573
04,1,19,304,19,72,6.761804686389592
04,1,19,304,19,72,6.761804686389592
04,1,22,304,22,59,0.8200004999991507
04,1,22,304,22,59,0.8200004999991507
04,1,13,204,13,75,5.209206546953757
04,1,13,204,13,75,5.209206546953757
04,1,13,204,13,28,7.769942191001378
04,1,13,204,13,28,7.766269043868777
04,0,6,100,6,81,0.8849988000020386
04,0,6,100,6,81,0.8849988000020386
04,1,6,100,6,58,0.32571102189148604
04,1,6,100,6,58,0.32571102189148604
04,1,22,304,22,61,4.307323695257202
04,1,22,304,22,61,0.5723866636218278
04,1,22,304,22,61,4.286893270744511
04,1,22,304,22,61,0.5018964679388785
04,1,6,100,6,107,0.9016518110979034
04,1,6,100,6,107,2.520428652939021
04,1,6,100,6,107,5.396844538245846
04,1,6,100,6,107,0.9016518110979034
04,1,6,100,6,107,2.520428652939021
04,1,6,100,6,107,5.396844538245846
04,1,33,1201,33,69,14.603050334134647
04,1,33,1201,33,69,1.3759337157906757
04,1,33,1201,33,69,0.13004062262963284
04,1,33,1201,33,69,14.54154097256419
04,1,33,1201,33,69,1.3759337157906757
04,1,33,1201,33,69,0.13004062262963284
04,1,33,1201,33,59,19.93532171279466
04,1,33,1201,33,59,19.732661860092186
04,1,6,100,6,71,0.4537510940585067
04,1,6,100,6,71,0.5289986932042733
04,1,6,100,6,71,0.8568156316439176
04,1,6,100,6,71,0.4537510940585067
04,1,6,100,6,71,0.5289986932042733
04,1,6,100,6,71,0.8568156316439176
04,1,6,100,6,68,3.5122272872257403
04,1,6,100,6,68,2.006570434920625
04,1,6,100,6,68,12.362797391132824
04,1,6,100,6,68,4.282099742765498
04,1,6,100,6,68,1.9013155496471665
04,1,6,100,6,68,0.3747908866452628
04,1,6,100,6,68,3.449922922468244
04,1,6,100,6,68,2.0003831083142805
04,1,6,100,6,68,12.362797391132824
04,1,6,100,6,68,4.282099742765498
04,1,6,100,6,68,1.8946639981711473
04,1,6,100,6,68,0.3747908866452628
04,1,33,1201,33,69,1.92446819501184
04,1,33,1201,33,69,0.295619118628449
04,1,33,1201,33,69,1.92446819501184
04,1,33,1201,33,69,0.295619118628449
04,1,22,304,22,66,6.128972038724694
04,1,22,304,22,66,2.3850788865517956
04,1,22,304,22,66,0.7085895867760988
04,1,22,304,22,66,6.09761966556717
04,1,22,304,22,66,2.3850788865517956
04,1,22,304,22,66,0.7085895867760988
04,1,6,100,6,51,0.253657978930177
04,1,6,100,6,51,0.253657978930177
04,1,22,304,22,53,15.397937807717396
04,1,22,304,22,53,0.49766609532776174
04,1,22,304,22,53,0.6424109934915999
04,1,22,304,22,53,0.5309478355577891
04,1,22,304,22,53,15.397937807717396
04,1,22,304,22,53,0.49766609532776174
04,1,22,304,22,53,0.6424109934915999
04,1,22,304,22,53,0.5309478355577891
04,1,33,1201,33,68,6.104062086205549
04,1,33,1201,33,68,25.023858590350592
04,1,33,1201,33,68,6.104062086205549
04,1,33,1201,33,68,24.964551322574998
04,1,5,100,5,97,18.41588651053349
04,1,5,100,5,97,5.03336626019431
04,1,5,100,5,97,18.415777668349953
04,1,5,100,5,97,5.03336626019431
04,0,22,304,22,90,2.306406570216841
04,0,22,304,22,90,2.306406570216841
04,1,13,204,13,45,1.9603181378766328
04,1,13,204,13,45,1.9310264240256083
04,1,6,100,6,51,7.982888660211761
04,1,6,100,6,51,7.979326637389488
04,0,6,100,6,105,8.868296601379717
04,0,6,100,6,105,17.55558667770369
04,0,6,100,6,105,8.847336669059231
04,0,6,100,6,105,17.55558667770369
04,1,6,100,6,68,15.814487945436946
04,1,6,100,6,68,15.797742130829095
04,1,13,204,13,50,1.5186341010641737
04,1,13,204,13,50,3.835817783962237
04,1,13,204,13,50,0.17956920524249842
04,1,13,204,13,50,0.30305802170599794
04,1,13,204,13,50,13.75573394129914
04,1,13,204,13,50,1.5186341010641737
04,1,13,204,13,50,3.8286013073889484
04,1,13,204,13,50,0.17956920524249842
04,1,13,204,13,50,0.30305802170599794
04,1,13,204,13,50,13.75295529536754
04,1,13,204,13,52,0.6003338330760885
04,1,13,204,13,52,0.5085565067151756
04,1,13,204,13,51,2.218737175825188
04,1,13,204,13,51,0.20836114247029833
04,1,13,204,13,51,4.700691737208197
04,1,13,204,13,51,1.9234266009589513
04,1,13,204,13,51,0.6841585290871708
04,1,13,204,13,51,0.611928930438035
04,1,13,204,13,51,2.218737175825188
04,1,13,204,13,51,0.20836114247029833
04,1,13,204,13,51,4.671852196470599
04,1,13,204,13,51,1.9234266009589513
04,1,13,204,13,51,0.6841585290871708
04,1,13,204,13,51,0.611928930438035
04,1,33,1201,33,63,17.999682432285436
04,1,33,1201,33,63,17.99395154308785
04,1,33,1201,33,66,21.368801502040043
04,1,33,1201,33,66,21.368801502040043
04,1,13,204,13,74,0.9216732662531242
04,1,13,204,13,74,13.154417186420604
04,1,13,204,13,74,2.274754866445782
04,1,13,204,13,74,8.478717753237138
04,1,13,204,13,74,0.9216732662531242
04,1,13,204,13,74,13.044939030875987
04,1,13,204,13,74,2.274754866445782
04,1,13,204,13,74,8.475972183069027
04,1,6,100,6,33,1.0861022082402485
04,1,6,100,6,33,0.48426680242136294
04,1,6,100,6,33,1.0861022082402485
04,1,6,100,6,33,0.48426680242136294
04,1,22,304,22,75,0.20598135451208105
04,1,22,304,22,75,0.954554761114606
04,1,22,304,22,75,0.20598135451208105
04,1,22,304,22,75,0.9334732675389722
04,1,13,204,13,35,0.3884641823199129
04,1,13,204,13,35,0.3884641823199129
04,1,22,304,22,86,5.418793022449721
04,1,22,304,22,86,0.5241187433913901
04,1,22,304,22,86,5.414802048268404
04,1,22,304,22,86,0.5228921709999292
04,0,22,304,22,117,1.1154101801065015
04,0,22,304,22,117,0.11226795790070825
04,0,22,304,22,117,1.801958486405464
04,0,22,304,22,117,0.7355234094127903
04,0,22,304,22,117,0.21016390938115956
04,0,22,304,22,117,1.1154101801065015
04,0,22,304,22,117,0.11226795790070825
04,0,22,304,22,117,1.801958486405464
04,0,22,304,22,117,0.7355234094127903
04,0,22,304,22,117,0.21016390938115956
04,1,6,100,6,68,1.2062668394708398
04,1,6,100,6,68,1.2062668394708398
04,1,13,204,13,64,2.464981482040012
04,1,13,204,13,64,2.464981482040012
04,1,13,204,13,67,0.8422485221933257
04,1,13,204,13,67,1.467537019963404
04,1,13,204,13,67,0.8422485221933257
04,1,13,204,13,67,1.467537019963404
04,1,13,204,13,45,4.7012467483371045
04,1,13,204,13,45,4.7012467483371045
04,1,13,204,13,52,0.34117217804577527
04,1,13,204,13,52,0.34117217804577527
04,1,13,204,13,66,0.6054860354605797
04,1,13,204,13,66,0.6054860354605797
04,1,13,204,13,58,0.3284605767891581
04,1,13,204,13,58,0.32790339845356176
04,1,22,304,22,72,0.8483024033132673
04,1,22,304,22,72,0.7891675950947138
04,1,22,304,22,89,1.1627521027041954
04,1,22,304,22,89,1.116336058473424
04,1,19,304,19,83,0.16414622502267998
04,1,19,304,19,83,0.16414622502267998
04,1,13,204,13,52,2.341767317219459
04,1,13,204,13,52,0.19297201368449787
04,1,13,204,13,52,2.262873661127731
04,1,13,204,13,52,0.10977952345331451
04,1,33,1201,33,113,1.2075913702593173
04,1,33,1201,33,113,1.165551051732049
04,1,10,204,10,55,3.939177369928094
04,1,10,204,10,55,3.8366220020496797
04,1,33,1201,33,61,1.1569092539008652
04,1,33,1201,33,61,1.1569092539008652
04,1,22,304,22,89,1.6523720177623629
04,1,22,304,22,89,1.5392998942499572
04,1,13,204,13,52,1.399979967395346
04,1,13,204,13,52,1.3617385633193506
04,1,22,304,22,89,0.2606118887195795
04,1,22,304,22,89,0.2606118887195795
04,1,13,204,13,52,0.22037391747526194
04,1,13,204,13,52,0.22037391747526194
04,1,22,304,22,85,0.19823687923655547
04,1,22,304,22,85,0.26016359415117873
04,1,22,304,22,85,0.972209623429132
04,1,22,304,22,85,0.6122182069979544
04,1,22,304,22,85,0.887820108407803
04,1,22,304,22,85,0.19823687923655547
04,1,22,304,22,85,0.26016359415117873
04,1,22,304,22,85,0.972209623429132
04,1,22,304,22,85,0.6122182069979544
04,1,22,304,22,85,0.887820108407803
04,1,10,204,10,76,0.8000943341349974
04,1,10,204,10,76,1.757949034376984
04,1,10,204,10,76,0.7894719404670909
04,1,10,204,10,76,1.6973034343784497
04,1,22,304,22,75,1.1475451104330994
04,1,22,304,22,75,5.090239068136703
04,1,22,304,22,75,1.9212402387230978
04,1,22,304,22,75,1.1475451104330994
04,1,22,304,22,75,5.084495204002661
04,1,22,304,22,75,1.9212402387230978
04,1,22,304,22,96,25.05572388925062
04,1,22,304,22,96,2.504556281148541
04,1,22,304,22,96,25.05572388925062
04,1,22,304,22,96,2.504556281148541
04,1,22,304,22,85,10.163746690672452
04,1,22,304,22,85,35.05891360513122
04,1,22,304,22,85,9.915166142335446
04,1,22,304,22,85,34.796413688575996
04,1,6,100,6,70,8.196586225565792
04,1,6,100,6,70,2.1672474406678854
04,1,6,100,6,70,8.196586225565792
04,1,6,100,6,70,2.111460667358306
04,1,22,304,22,75,0.41552474903336645
04,1,22,304,22,75,0.41552474903336645
04,1,19,304,19,83,4.31597947608488
04,1,19,304,19,83,4.313289638537455
04,1,13,204,13,54,1.1658846845051583
04,1,13,204,13,54,0.3307619846169797
04,1,13,204,13,54,3.4411105151081447
04,1,13,204,13,54,1.1658846845051583
04,1,13,204,13,54,0.3307619846169797
04,1,13,204,13,54,3.4298791270116347
04,1,33,1201,33,113,0.10600034711276513
04,1,33,1201,33,113,0.10600034711276513
04,1,10,204,10,76,6.785464841565621
04,1,10,204,10,76,6.785464841565621
04,1,22,304,22,75,10.97114178519151
04,1,22,304,22,75,10.934218555918694
04,1,6,100,6,93,1.2026678630319907
04,1,6,100,6,93,3.202157072235423
04,1,6,100,6,93,1.2026678630319907
04,1,6,100,6,93,3.202157072235423
04,1,22,304,22,90,14.169604403961806
04,1,22,304,22,90,14.078563463371562
04,1,6,100,6,67,19.642187776587313
04,1,6,100,6,67,0.7860953749883944
04,1,6,100,6,67,0.2649128433814622
04,1,6,100,6,67,19.642187776587313
04,1,6,100,6,67,0.7860953749883944
04,1,6,100,6,67,0.2649128433814622
04,1,22,304,22,89,0.11937587499851361
04,1,22,304,22,89,0.20187547499919312
04,1,22,304,22,89,0.11937587499851361
04,1,22,304,22,89,0.20187547499919312
04,1,13,204,13,87,20.888642280521445
04,1,13,204,13,87,20.888642280521445
04,1,13,204,13,36,1.7271254698113536
04,1,13,204,13,36,1.72629171189348
04,1,13,204,13,57,7.131280224332364
04,1,13,204,13,57,13.7174709832606
04,1,13,204,13,57,6.45409594325186
04,1,13,204,13,57,7.131280224332364
04,1,13,204,13,57,13.654712969152866
04,1,13,204,13,57,6.45265182993776
04,1,33,1201,33,41,16.200231521231515
04,1,33,1201,33,41,9.063523951386589
04,1,33,1201,33,41,16.17313826994478
04,1,33,1201,33,41,9.063523951386589
04,1,6,100,6,60,12.699307830228863
04,1,6,100,6,60,0.5255238603045165
04,1,6,100,6,60,12.694263406135308
04,1,6,100,6,60,0.5255238603045165
04,1,22,304,22,89,7.493968829630374
04,1,22,304,22,89,7.493968829630374
04,1,13,204,13,34,0.9242661924108758
04,1,13,204,13,34,3.1815454914878023
04,1,13,204,13,34,1.5843537862252546
04,1,13,204,13,34,6.801607125005771
04,1,13,204,13,34,0.9242661924108758
04,1,13,204,13,34,3.1815454914878023
04,1,13,204,13,34,1.5843537862252546
04,1,13,204,13,34,6.801607125005771
04,1,22,304,22,87,14.170509145005717
04,1,22,304,22,87,14.096242319380277
04,1,22,304,22,89,2.294890529156927
04,1,22,304,22,89,2.294890529156927
04,1,13,204,13,35,13.060852192534995
04,1,13,204,13,35,13.057361227554985
04,1,13,204,13,73,5.940300923459106
04,1,13,204,13,73,5.1171005585870875
04,1,13,204,13,73,0.2839867520691549
04,1,13,204,13,73,5.937036597342059
04,1,13,204,13,73,5.0655942633505076
04,1,13,204,13,73,0.2839867520691549
04,1,33,1201,33,62,0.11122485511973974
04,1,33,1201,33,62,9.659264365331655
04,1,33,1201,33,62,0.11122485511973974
04,1,33,1201,33,62,9.659264365331655
04,1,6,100,6,71,5.569683171985545
04,1,6,100,6,71,3.726890779254007
04,1,6,100,6,71,5.569683171985545
04,1,6,100,6,71,3.7090298292524926
04,1,6,100,6,89,1.768400374384409
04,1,6,100,6,89,1.768400374384409
04,1,33,1201,33,64,0.10240942436619582
04,1,33,1201,33,64,2.101416252089723
04,1,33,1201,33,64,5.333719211275123
04,1,33,1201,33,64,0.8667673447067988
04,1,33,1201,33,64,0.10240942436619582
04,1,33,1201,33,64,2.027263803546923
04,1,33,1201,33,64,5.190734531866518
04,1,33,1201,33,64,0.8238314516687381
04,1,22,304,22,105,16.978310400009157
04,1,22,304,22,105,16.978310400009157
04,1,22,304,22,89,14.065081073486795
04,1,22,304,22,89,14.065081073486795
04,1,22,304,22,108,1.1505502873334195
04,1,22,304,22,108,0.14687517499970273
04,1,22,304,22,108,1.04640962348191
04,1,22,304,22,108,0.14687517499970273
04,1,22,304,22,86,0.2565757651191242
04,1,22,304,22,86,25.759800664363016
04,1,22,304,22,86,0.24589616811977094
04,1,22,304,22,86,25.759800664363016
04,0,22,304,22,117,1.8979778980940647
04,0,22,304,22,117,2.9856497076088115
04,0,22,304,22,117,0.12190644833558745
04,0,22,304,22,117,0.2590328669962789
04,0,22,304,22,117,1.122753465143119
04,0,22,304,22,117,2.9205364021179947
04,0,22,304,22,117,0.6827691804740104
04,0,22,304,22,117,1.8083834517649202
04,0,22,304,22,117,2.9856497076088115
04,0,22,304,22,117,0.12190644833558745
04,0,22,304,22,117,0.2590328669962789
04,0,22,304,22,117,1.122753465143119
04,0,22,304,22,117,2.9205364021179947
04,0,22,304,22,117,0.6827691804740104
04,1,13,204,13,28,24.150111951162177
04,1,13,204,13,28,24.012058396909275
04,1,6,100,6,68,9.027722116849677
04,1,6,100,6,68,8.949861946060395
04,1,6,100,6,91,0.40262713180998
04,1,6,100,6,91,0.40262713180998
04,1,22,304,22,87,11.34
04,1,22,304,22,87,11.34
04,1,13,204,13,47,1.4527526619025677
04,1,13,204,13,47,0.405
04,1,13,204,13,47,1.4301911126573417
04,1,13,204,13,47,0.405
04,1,33,1201,33,60,0.16271907935456476
04,1,33,1201,33,60,0.17012113403125784
04,1,33,1201,33,60,2.1893519278645948
04,1,33,1201,33,60,1.9875059531600943
04,1,33,1201,33,60,0.18926745018988103
04,1,33,1201,33,60,0.16271907935456476
04,1,33,1201,33,60,0.17012113403125784
04,1,33,1201,33,60,2.186226232526704
04,1,33,1201,33,60,1.9875059531600943
04,1,33,1201,33,60,0.18433384822034726
04,1,13,204,13,64,5.438848503847788
04,1,13,204,13,64,5.438848503847788
04,0,22,304,22,149,14.850000000000001
04,0,22,304,22,149,14.850000000000001
04,1,22,304,22,89,15.74280007397985
04,1,22,304,22,89,15.74280007397985
04,1,33,1201,33,47,16.58949671347185
04,1,33,1201,33,47,0.7425280223381256
04,1,33,1201,33,47,0.4374898001416775
04,1,33,1201,33,47,1.637722764327554
04,1,33,1201,33,47,0.1499343458961036
04,1,33,1201,33,47,0.12499479695508893
04,1,33,1201,33,47,16.554809053560998
04,1,33,1201,33,47,0.7425280223381256
04,1,33,1201,33,47,0.3840575473819725
04,1,33,1201,33,47,1.596807812626283
04,1,33,1201,33,47,0.1499343458961036
04,1,33,1201,33,47,0.12499479695508893
04,0,13,204,13,11,4.909949795769844
04,0,13,204,13,11,7.297279546852026
04,0,13,204,13,11,0.5587014017074515
04,0,13,204,13,11,0.10035724250432364
04,0,13,204,13,11,4.909949795769844
04,0,13,204,13,11,7.252279546852326
04,0,13,204,13,11,0.5587014017074515
04,0,13,204,13,11,0.10035724250432364
04,1,33,1201,33,68,1.9920343583075142
04,1,33,1201,33,68,1.9920343583075142
04,1,22,304,22,86,4.418205482683115
04,1,22,304,22,86,0.12671954428859003
04,1,22,304,22,86,0.6180775835888908
04,1,22,304,22,86,2.052285154785276
04,1,22,304,22,86,0.28445278629832155
04,1,22,304,22,86,0.5520442500002682
04,1,22,304,22,86,4.392033858957344
04,1,22,304,22,86,0.12671954428859003
04,1,22,304,22,86,0.6180775835888908
04,1,22,304,22,86,2.052285154785276
04,1,22,304,22,86,0.28445278629832155
04,1,22,304,22,86,0.5520442500002682
04,1,13,204,13,91,3.1825009999983016
04,1,13,204,13,91,3.1825009999983016
04,1,13,204,13,45,9.716317114669527
04,1,13,204,13,45,1.27531663052309
04,1,13,204,13,45,1.6590725999996068
04,1,13,204,13,45,9.716317114669527
04,1,13,204,13,45,1.27531663052309
04,1,13,204,13,45,1.6590725999996068
04,1,13,204,13,103,2.282649594192496
04,1,13,204,13,103,8.75115525332679
04,1,13,204,13,103,2.2507262222787126
04,1,13,204,13,103,8.69422455332642
04,1,13,204,13,54,0.3597531367059274
04,1,13,204,13,54,0.6215077298487653
04,1,13,204,13,54,0.3597531367059274
04,1,13,204,13,54,0.6215077298487653
04,1,22,304,22,85,8.23097188319808
04,1,22,304,22,85,2.3400419959699765
04,1,22,304,22,85,8.185870663999376
04,1,22,304,22,85,2.3400419959699765
04,1,13,204,13,30,0.3752152085255247
04,1,13,204,13,30,1.8000689495197109
04,1,13,204,13,30,0.1475502928272373
04,1,13,204,13,30,0.2659229869137714
04,1,13,204,13,30,0.4514440523204604
04,1,13,204,13,30,0.3752152085255247
04,1,13,204,13,30,1.798272081178051
04,1,13,204,13,30,0.1475502928272373
04,1,13,204,13,30,0.2659229869137714
04,1,13,204,13,30,0.4514440523204604
04,1,33,1201,33,109,12.112531912189352
04,1,33,1201,33,109,0.1828233619005648
04,1,33,1201,33,109,2.02784618572283
04,1,33,1201,33,109,0.39499250206347236
04,1,33,1201,33,109,12.112531912189352
04,1,33,1201,33,109,0.1828233619005648
04,1,33,1201,33,109,2.02784618572283
04,1,33,1201,33,109,0.39499250206347236
04,1,33,1201,33,73,12.947150603912501
04,1,33,1201,33,73,12.947150603912501
04,1,13,204,13,22,3.2118105587444385
04,1,13,204,13,22,3.2118105587444385
04,1,13,204,13,36,8.92710125560628
04,1,13,204,13,36,0.825770307199642
04,1,13,204,13,36,1.6999565842484758
04,1,13,204,13,36,0.16765924345448502
04,1,13,204,13,36,0.9569141561585892
04,1,13,204,13,36,0.6928394841007183
04,1,13,204,13,36,8.90712461501861
04,1,13,204,13,36,0.825770307199642
04,1,13,204,13,36,1.690168451225245
04,1,13,204,13,36,0.16765924345448502
04,1,13,204,13,36,0.9569141561585892
04,1,13,204,13,36,0.6928394841007183
04,1,22,304,22,119,0.367813292774302
04,1,22,304,22,119,1.3290268349045622
04,1,22,304,22,119,0.12297527060357755
04,1,22,304,22,119,0.3639984641965097
04,1,22,304,22,119,1.3290268349045622
04,1,22,304,22,119,0.12297527060357755
04,1,33,1201,33,68,3.928777006974249
04,1,33,1201,33,68,3.928777006974249
04,1,13,204,13,29,0.21927215884043413
04,1,13,204,13,29,1.158445736142892
04,1,13,204,13,29,0.3221717592002338
04,1,13,204,13,29,19.498471501947744
04,1,13,204,13,29,1.828716813198992
04,1,13,204,13,29,0.20204675931946292
04,1,13,204,13,29,1.158445736142892
04,1,13,204,13,29,0.3221717592002338
04,1,13,204,13,29,19.482869721663423
04,1,13,204,13,29,1.828716813198992
04,1,33,1201,33,30,4.496562227697029
04,1,33,1201,33,30,1.914744899481762
04,1,33,1201,33,30,4.496562227697029
04,1,33,1201,33,30,1.914744899481762
04,1,22,304,22,72,13.346097427876606
04,1,22,304,22,72,13.332657939751874
04,1,6,100,6,30,1.6605421811992962
04,1,6,100,6,30,4.854858893828546
04,1,6,100,6,30,0.5068522431370406
04,1,6,100,6,30,19.7891730126549
04,1,6,100,6,30,0.15191983496655304
04,1,6,100,6,30,1.6605421811992962
04,1,6,100,6,30,4.854858893828546
04,1,6,100,6,30,0.5068522431370406
04,1,6,100,6,30,19.7891730126549
04,1,6,100,6,30,0.15191983496655304
04,1,6,100,6,82,13.126366929526814
04,1,6,100,6,82,13.090331984735439
04,1,6,100,6,146,1.0276538964802526
04,1,6,100,6,146,0.389584137859149
04,1,6,100,6,146,1.8976224282556748
04,1,6,100,6,146,4.863576910054616
04,1,6,100,6,146,1.0276538964802526
04,1,6,100,6,146,0.389584137859149
04,1,6,100,6,146,1.8976224282556748
04,1,6,100,6,146,4.863576910054616
04,1,22,304,22,88,5.8039201525191295
04,1,22,304,22,88,5.8039201525191295
04,1,6,100,6,95,6.2916808877343255
04,1,6,100,6,95,1.2321480640166054
04,1,6,100,6,95,0.12183956032087086
04,1,6,100,6,95,0.24705174962208445
04,1,6,100,6,95,6.2916808877343255
04,1,6,100,6,95,1.2044236922063218
04,1,6,100,6,95,0.12183956032087086
04,1,6,100,6,95,0.24705174962208445
04,1,6,100,6,74,0.33742121502750594
04,1,6,100,6,74,12.085292817905811
04,1,6,100,6,74,0.48102643422248686
04,1,6,100,6,74,0.33742121502750594
04,1,6,100,6,74,12.085292817905811
04,1,6,100,6,74,0.48102643422248686
04,1,13,204,13,58,5.073486429682234
04,1,13,204,13,58,5.073486429682234
04,1,6,100,6,74,1.4303247035370008
04,1,6,100,6,74,9.105363024187259
04,1,6,100,6,74,1.4303247035370008
04,1,6,100,6,74,8.901989221989973
04,1,13,204,13,52,20.275659299772787
04,1,13,204,13,52,20.241096932997923
04,1,6,100,6,71,1.9681426368882096
04,1,6,100,6,71,0.11362222142780329
04,1,6,100,6,71,1.8960363236994708
04,1,6,100,6,71,0.11362222142780329
04,1,22,304,22,86,0.21101308741401
04,1,22,304,22,86,40.28511595817702
04,1,22,304,22,86,0.21101308741401
04,1,22,304,22,86,40.178729008792345
04,1,33,1201,33,93,5.349603383801364
04,1,33,1201,33,93,5.349603383801364
04,1,6,100,6,60,14.857700676323795
04,1,6,100,6,60,14.651874465641045
04,1,13,204,13,67,0.8732133000064641
04,1,13,204,13,67,1.853445422199613
04,1,13,204,13,67,0.9370461783671834
04,1,13,204,13,67,5.133316896361583
04,1,13,204,13,67,0.5772333000004292
04,1,13,204,13,67,0.8732133000064641
04,1,13,204,13,67,1.853445422199613
04,1,13,204,13,67,0.9370461783671834
04,1,13,204,13,67,5.133316896361583
04,1,13,204,13,67,0.5772333000004292
04,1,13,204,13,24,1.6344297786766537
04,1,13,204,13,24,3.8639315984556015
04,1,13,204,13,24,1.6344297786766537
04,1,13,204,13,24,3.8639315984556015
04,1,22,304,22,94,0.11040530377118463
04,1,22,304,22,94,38.57757000286421
04,1,22,304,22,94,0.11040530377118463
04,1,22,304,22,94,38.573811492877574
04,0,6,100,6,75,2.5722410026505877
04,0,6,100,6,75,3.4697123593270636
04,0,6,100,6,75,2.549741002650788
04,0,6,100,6,75,3.4697123593270636
04,1,22,304,22,111,0.11678822095984079
04,1,22,304,22,111,13.816134308546934
04,1,22,304,22,111,0.5201047300205471
04,1,22,304,22,111,3.2362383241046118
04,1,22,304,22,111,3.0261996555441844
04,1,22,304,22,111,0.19165809895003522
04,1,22,304,22,111,0.11678822095984079
04,1,22,304,22,111,13.816134308546934
04,1,22,304,22,111,0.5201047300205471
04,1,22,304,22,111,3.215772343227683
04,1,22,304,22,111,3.0231439353378557
04,1,22,304,22,111,0.19165809895003522
04,1,22,304,22,119,5.1183521178444735
04,1,22,304,22,119,5.114630997443499
04,1,13,204,13,89,1.8053623601875672
04,1,13,204,13,89,1.576520347949013
04,1,13,204,13,89,1.3849733780709812
04,1,13,204,13,89,1.0444660912605337
04,1,13,204,13,89,1.8053623601875672
04,1,13,204,13,89,1.576520347949013
04,1,13,204,13,89,1.3849733780709812
04,1,13,204,13,89,1.0444660912605337
04,1,22,304,22,76,10.620000000000001
