period,oha,ohv,ogs,ocp,ocf
1,1905.31109756802,321859.00000000006,17640152.12553935,49926852.10265432,3152459.486892433
2,1810.045542689619,305766.05000000005,21287619.614770338,50187951.21544285,3042551.709324612
3,1810.0455426896187,314146.75257098,25251475.294807985,50786947.91791396,3043001.0935078925
4,1810.0455426896187,337951.95000000007,29378532.87858185,51644758.24478464,3103643.3097015265
5,1810.045542689619,337951.9500000001,33448930.949128557,52301139.82062122,3167767.9474858386
6,1810.0455426896185,337951.95000000007,37312160.08814408,52673459.46103886,3209623.5560734714
7,2000.5766524464207,337951.9500000001,40881789.42058936,53098868.24425412,3254171.6984886406
8,2000.5766524464211,337951.95000000007,44109596.00933607,53561787.13713289,3302959.734302753
9,2000.576652446421,337951.95,46969985.88975425,54049593.1597457,3349744.637362115
10,2000.5766524464207,337951.9500000002,49546395.362950906,54547690.45497872,3393978.2211214444
