period,oha,ohv,ogs,ocp,ocf
1,5294.431324536184,643715.9999999999,17261496.8314217,49783648.087182105,-330604.49032047315
2,5559.152890762991,675901.8000000002,20446961.0740871,49838752.7040867,-657471.4306576236
3,5559.152890762992,611530.2000000003,24018973.912903614,50255715.651639,-835375.928536529
4,5559.152890762991,611530.2000000002,27804013.907179985,50939178.298544,-948464.4301147684
5,5559.152890762991,611530.2000000003,31566863.278860204,51394469.20769798,-995463.5648961173
6,5029.709758309371,611530.2000000003,35150854.948727965,51592325.07443195,-1069065.8894069793
7,5029.709758309371,611530.2000000002,38495420.98779287,51927488.29492435,-1143066.7974377794
8,5029.709758309374,611530.2000000003,41535663.536420524,52419463.90745953,-1190291.275242042
9,5029.709758309373,611530.2000000003,44222149.876057945,52927716.28825401,-1215844.2753723422
10,5029.709758309374,611530.2000000004,46729203.34365183,53489005.78024129,-1198173.376591349
