period,oha,ohv,ogs,ocp,ocf
1,2624.07994067909,321857.99999999994,17640153.30200994,49835841.898229726,-337805.2767995884
2,2755.283937713045,337950.9,21239094.44274812,50004241.56846519,-684768.102086853
3,2755.283937713045,337950.9,25168160.496234532,50525689.18385312,-874641.4254418034
4,2755.283937713045,305765.10000000003,29346405.784176286,51327525.71128649,-997576.9490131548
5,2700.564182202398,305765.1000000001,33494453.442605067,51941986.16011489,-1050130.6141845095
6,2492.875943645135,305765.1000000001,37453941.95947364,52278259.76395119,-1120746.4772514284
7,2492.8759436451355,305765.1000000001,41148312.842605,52678228.69958056,-1185759.9223676925
8,2492.875943645135,305765.10000000003,44513659.45420628,53160413.095328465,-1231604.860363983
9,2492.8759436451355,305765.10000000003,47511517.27325684,53711814.42738813,-1252919.6471024088
10,2492.8759436451355,305765.1000000002,50210866.89778559,54266967.270356044,-1243563.7966885273
