period,oha,ohv,ogs,ocp,ocf
1,3844.17254901496,429144.0000000001,17513934.478480525,49806965.37586985,-334809.62291248614
2,4036.3811764657066,450601.20000000007,20972222.35969552,49923946.8897597,-673770.3383239293
3,4036.381176465708,450601.2000000001,24754963.850562733,50376436.84099508,-858797.1681805887
4,4036.381176465707,407686.8000000002,28797160.04303917,51121459.80450648,-981055.9158773153
5,3720.722080532515,407686.8000000001,32812511.09367415,51683416.944548026,-1033413.3067998873
6,3651.9639215642114,407686.80000000016,36647164.4415781,51979569.39209519,-1106147.493747447
7,3651.9639215642114,407686.8000000001,40239239.86908271,52349055.40411359,-1172842.709725124
8,3651.96392156421,407686.8,43515117.08912214,52833168.40745202,-1219762.052644915
9,3651.9639215642105,407686.80000000005,46424111.6277936,53367598.03305051,-1242015.6450271423
10,3651.963921564211,407686.8,49071672.60898799,53924694.77352675,-1230928.9004174185
