period,oha,ohv,ogs,ocp,ocf
1,1259.7349057042052,214572.99999999997,17766370.949068766,49924840.03350035,3158538.952207215
2,1196.7481604189952,216628.75506931293,21522920.305269554,50196951.2426207,3048368.4037313666
3,1196.7481604189952,225301.64999999994,25600448.51656356,50814420.84867945,3050549.760843059
4,1196.748160418995,225301.64999999994,29871870.768060327,51693212.79164418,3114400.557556686
5,1196.748160418995,225301.65,34088473.10378577,52373106.88727231,3180675.2026583157
6,1196.7481604189952,225301.64999999994,38098604.974089555,52768599.77869459,3224928.676793493
7,1322.7216509894156,225301.65,41810994.04186651,53211292.89892482,3272055.8593769963
8,1322.7216509894156,225301.64999999994,45179323.92458763,53691868.91534697,3321885.400946154
9,1322.7216509894158,225301.64999999997,48175906.08482892,54195768.01052379,3369478.0773979607
10,1322.7216509894156,225301.64999999994,50879023.021547385,54703470.6470903,3414494.8723847833
