period,oha,ohv,ogs,ocp,ocf
1,3871.827350096873,643715.9999999999,17261496.831421707,49887575.82877765,3127019.0799597474
2,3678.2359825920284,611530.2000000003,20534211.659819953,50117912.50100698,3020839.6878147433
3,3678.235982592029,611530.1999999998,24118344.95783916,50669391.04105774,3018913.0654060324
4,3678.235982592028,611530.2000000002,27887790.875088647,51469272.416376874,3074996.750723378
5,3678.235982592028,623247.1278827776,31586541.438119296,52060770.40043245,3131622.774307463
6,3800.352416805268,675901.8000000002,35019231.571717046,52361491.54174269,3165821.714369508
7,4065.4187176017167,675901.8,38169180.29467109,52747604.75756579,3203300.8494586847
8,4065.418717601717,675901.8000000002,40992445.55596076,53176919.50213742,3246385.3316746415
9,4065.4187176017163,662046.095935235,43477898.00975323,53630547.37733923,3289535.623676863
10,4065.418717601717,675901.8,45679769.78108151,54088813.96218267,3330772.576523238
