period,oha,ohv,ogs,ocp,ocf
1,2039.4847761285869,306426.4000000001,6656748.079173682,26712181.724912994,1534484.6170735508
2,1937.5105373221572,291105.07999999996,8983117.986555582,27825015.182297185,1617722.2910713875
3,1937.5105373221575,291105.07999999996,11624907.906946918,28819363.396227185,1691291.564367101
4,1937.510537322158,291105.08,14407239.7534276,29596111.00718115,1746395.5712183316
5,1937.5105373221572,291105.0799999999,17165369.989708852,30109147.28591255,1781969.1350115945
6,1937.5105373221575,291105.08,19775455.491099425,30392241.77074138,1800387.102104705
7,1937.510537322157,291105.08000000013,22157494.86197749,30524774.67476419,1807391.9134177105
8,2141.459014935017,291105.07999999996,24266960.09752847,30595221.340747494,1807244.2882279935
9,2141.4590149350165,291105.07999999996,26061170.147735614,30620735.21769965,1807331.569043966
10,2141.459014935016,291105.07999999996,27529053.4679906,30620221.747598168,1807228.775876106
