period,oha,ohv,ogs,ocp,ocf
1,1416.360243506236,153213.2,6836998.902703093,26692566.992691085,-493392.945805972
2,1487.1782556815476,145552.54000000004,9335141.161394402,27793769.652073674,-533994.7243497913
3,1487.1782556815472,145552.54,12158808.06980667,28781824.1578913,-555664.401453211
4,1403.5970007670737,145552.54,15140799.413367823,29569936.498683974,-571073.3052925948
5,1345.5422313309239,145552.53999999998,18132091.589072995,30111450.968590677,-576834.8503084646
6,1345.5422313309236,145552.54,21008400.238006122,30419254.674397897,-580015.9662516754
7,1345.5422313309236,145552.54000000004,23678079.54720482,30581055.85876935,-582892.6645868098
8,1345.5422313309236,145552.54000000004,26086265.954086863,30663036.397330157,-582823.8713610385
9,1345.5422313309234,145552.54,28184055.73673238,30696591.6868318,-581843.2193857884
10,1345.5422313309234,145552.54,29951915.027006242,30731732.900483727,-582406.6669514179
