period,oha,ohv,ogs,ocp,ocf
1,6261.971730130831,689459.4,6206121.02035015,26621109.491713896,-481937.0253975042
2,6575.070316637373,654986.4299999997,8052843.668937904,27591022.058812752,-492094.8388538126
3,6575.070316637372,654986.4299999998,10155888.69467064,28417968.07727155,-489630.9049892206
4,6575.070316637373,654986.4299999998,12370360.650031675,29035917.490434404,-481152.3412124236
5,6575.070316637375,654986.4299999998,14564692.769892212,29327675.877590697,-457700.836410726
6,6575.070316637372,654986.4299999994,16623750.950600324,29334855.717283834,-450463.89369572414
7,5998.899253274007,654986.4299999995,18457150.53767104,29288319.360920597,-462574.86949858663
8,5948.87314362429,654986.4299999996,20043016.718493547,29269606.747673243,-485733.5080884406
9,5948.873143624289,654986.4299999996,21371237.970163625,29312820.40833062,-507166.4524448547
10,5948.873143624292,654986.4299999999,22487145.77846111,29381384.377280794,-509591.5543076634
