period,oha,ohv,ogs,ocp,ocf
1,1434.1049749496979,229819.79999999996,6746873.490938387,26728377.88600415,1542798.3245307072
2,1362.399726202213,218328.81000000006,9165312.45576208,27856006.39690182,1625960.1773509565
3,1362.3997262022133,218328.80999999997,11906164.846700884,28863713.224827014,1699530.6775383116
4,1362.399726202213,218328.81000000003,14793102.626171509,29657492.153879195,1755927.3571610202
5,1362.3997262022128,218328.81000000008,17663109.553557258,30189580.8091914,1792344.7393567627
6,1362.399726202213,218328.81,20389376.082376327,30492297.419768482,1812319.1227137852
7,1375.6546171103148,218328.81000000003,22886138.66367842,30636402.780857533,1820992.7833863068
8,1505.8102236971831,218328.80999999994,25109831.649304762,30711262.56498144,1822638.670451072
9,1505.810223697183,218328.8100000001,27016124.368498642,30741793.679377947,1823274.6519099094
10,1505.810223697183,218328.81,28590530.869517103,30747864.458025917,1824549.7892737244
