period,oha,ohv,ogs,ocp,ocf
1,388.0166555079164,76606.6,6927124.314467798,26743352.039340675,1554502.7488658347
2,368.6158227325205,72776.27000000002,9523506.622413421,27898758.708438605,1638877.8411878196
3,368.61582273252054,72776.27,12453542.391809579,28932222.797161628,1713579.834813933
4,368.61582273252054,72776.27,15539957.988333674,29757404.48738827,1772481.6440454188
5,368.61582273252066,72776.27,18619468.604978103,30325902.167321067,1811762.64730208
6,368.6158227325206,72776.27000000002,21563327.52820704,30661461.67647819,1834210.913293867
7,395.25686133978616,72776.27000000002,24279299.91635729,30837652.82586505,1845323.6256733157
8,407.4174882833123,72776.27000000003,26713625.92234369,30923236.07622888,1850536.4857054509
9,407.4174882833123,72776.27,28822729.507454865,30959831.945965726,1852734.854787999
10,407.41748828331225,72776.27,30587659.76200253,30975227.782393716,1853874.0764050481
