period,oha,ohv,ogs,ocp,ocf
1,711.4699525326621,76606.59999999999,6927124.314467798,26716668.54305593,-494896.16681216547
2,675.8964549060289,72776.26999999999,9518408.16683512,27850951.59107759,-537388.6378371964
3,675.8964549060289,72776.27,12443968.402527628,28870249.073548563,-559189.8141603507
4,675.8964549060288,72776.27,15530769.290533025,29685965.89551325,-574366.6924255539
5,747.0434501592953,72776.26999999997,18617334.99778458,30243680.667064335,-581176.046928105
6,747.0434501592952,72776.26999999999,21580386.21406057,30574285.97578797,-585386.1191868022
7,747.043450159295,72776.27000000002,24327569.110622272,30744223.163484704,-587202.7048004158
8,747.0434501592952,72776.27,26800464.314474374,30825257.32825107,-587966.8620654434
9,675.896454906029,72776.27,28954282.36870904,30866726.57985597,-587426.6451615676
10,675.8964549060289,72776.27,30769763.484504666,30898700.207040753,-587225.715500299
