period,oha,ohv,ogs,ocp,ocf
1,873.2154391256313,153213.19999999998,6836998.902703093,26739808.816289783,1549673.786472754
2,829.5546671693497,145552.54000000004,9346084.301164832,27882029.83748316,1633151.4791261328
3,829.5546671693497,145552.54000000004,12182978.100919304,28901253.369855545,1707049.0539395395
4,829.5546671693494,145552.54000000004,15171048.443882197,29710480.999267817,1764703.8303172602
5,829.5546671693496,145552.54000000004,18148949.009861365,30261790.126645535,1802505.4147690546
6,870.7787501547915,145552.54000000004,20988114.75584325,30583409.85348164,1823615.8698052554
7,916.8762110819129,145552.54000000004,23598304.557346363,30744489.317506563,1833510.0148306044
8,916.876211081913,145552.54000000004,25931157.193803996,30823695.913618874,1837108.0801721693
9,916.876211081913,145552.54000000004,27943582.35298323,30854890.58825383,1838483.0101290315
10,916.8762110819131,145552.54000000007,29615558.779822767,30864636.015799336,1839740.967297295
