period,oha,ohv,ogs,ocp,ocf
1,3406.7655053116114,459639.5999999999,6476497.255644268,26685857.29952705,1517996.5303825785
2,3366.80732739197,436657.61999999994,8616062.609998027,27754949.314306132,1596280.685784338
3,3236.427230046031,436657.61999999994,11049008.792542428,28718386.783116367,1671939.8298225112
4,3236.427230046031,436657.62000000017,13604926.911325455,29456574.17865366,1725365.8748818326
5,3236.4272300460316,436657.6199999999,16126995.780964388,29922210.245071594,1758320.0839963858
6,3236.4272300460298,436657.62000000005,18496575.0541002,30164228.2737059,1772909.625194651
7,3236.42723004603,436657.62000000017,20636960.95633273,30267497.129946668,1775429.3558224733
8,3577.1037805771944,436657.62000000005,22504887.074985318,30327937.989305787,1772391.9874118564
9,3577.1037805771916,436657.62,24064254.150259394,30343937.345440477,1771155.9667403153
10,3577.103780577191,436657.62,25303526.998117615,30336614.228756495,1769271.5517994848
