period,oha,ohv,ogs,ocp,ocf
1,25021.43849215794,5476658.3999999985,100139829.86518016,178777143.6917109,0.0
2,24507.985736182705,5202825.479999995,105692412.08546914,180716798.01858482,0.0
3,25619.31350953902,5202825.480000001,111347851.39571522,183189700.71638831,0.0
4,26272.510416765803,5202825.4799999995,116919974.17600715,185859729.50706857,0.0
5,23770.366567550016,5202825.48,122297889.3009806,188656896.23467168,0.0
6,23770.366567550012,5202825.48,127452573.12700751,191537049.50415576,0.0
7,24431.439740724258,5202825.480000004,132205830.92498706,194786900.00117496,0.0
8,23770.36656755003,5202825.479999996,136097907.22432584,197576671.84430915,0.0
9,23770.366567550005,5202825.480000005,139185256.91746125,200159773.03672114,0.0
10,26272.51041676582,5736543.444076197,140852429.0185616,202338767.54094037,0.0
