period,oha,ohv,ogs,ocp,ocf
1,9257.98417981621,1825552.8,104435248.21812135,157412680.43529114,-1745502.8160545572
2,8795.084970825399,1916830.440000001,113840713.44610184,158056764.35033375,-2203817.9875376937
3,9366.420397269085,1916830.4400000009,123407070.21637118,159189630.28304172,-2471154.889158239
4,9653.803564013633,1916830.4400000002,132836393.89948289,160615374.00424027,-2616524.1957668946
5,9720.883388807024,1734275.16,142106436.59759507,162282187.05834574,-2706493.0030043665
6,9720.88338880703,1734275.1600000001,150808774.48903632,164000855.4393761,-2751166.7416007067
7,9720.883388807022,1734275.1599999995,158742020.43181115,165640159.14792708,-2798948.1357366526
8,8795.084970825405,1734275.16,165718578.49257493,166823818.31270897,-2825869.6201064656
9,8795.084970825399,1734275.1600000006,171658931.34940132,167693608.2043019,-2841233.204484731
10,8795.084970825403,1734275.16,176534674.918368,168452140.93927792,-2844285.8920771666
