period,oha,ohv,ogs,ocp,ocf
1,42757.36894672962,9127764.0,95844411.51223898,177366145.1874758,0.0
2,40619.50049939315,8671375.799999997,97294391.17371187,177671668.97009683,0.0
3,40619.50049939315,8671375.80000001,98774063.12979865,178328558.5867472,0.0
4,44068.092985004245,8671375.8,100095849.46912396,179051994.67061755,0.0
5,43385.9496737575,8671375.800000008,101188882.71961986,180099614.2497708,0.0
6,40845.545450433536,8671375.800000003,102096264.77148736,181492998.6688778,0.0
7,41881.15699404117,8671375.800000008,102785914.83242808,183330182.91383517,0.0
8,40619.50049939315,8671375.799999997,102901187.94567117,184821744.0374571,0.0
9,40619.50049939315,8671375.80000001,102548007.96329711,186240551.79314193,0.0
10,44895.23739406607,8671375.800000004,101898141.91561426,187502889.9048702,0.0
