period,oha,ohv,ogs,ocp,ocf
1,15227.106643015533,3651106.6,102287537.8651802,157792472.74469405,8701779.356202362
2,14465.751310864749,3468551.2699999996,109907276.77774271,158494098.33878657,8674991.143028678
3,14465.751310864769,3468551.27,117659677.45789114,159476582.22521737,8697133.428656543
4,14465.751310864747,3468551.2700000014,125173498.80881861,160672719.8478007,8750822.736727232
5,15988.4619751663,3468551.269999999,132118910.53670162,162080932.68762895,8803588.71128718
6,15988.461975166303,3468551.2699999996,138354964.28283128,163587508.23950583,8859083.374511281
7,15988.461975166305,3468551.2700000033,143766981.07807106,165048897.54615209,8900970.161317194
8,15988.461975166314,3833661.930000001,147845495.85239446,165995191.18479496,8911241.243704757
9,15988.46197516631,3833661.930000001,150949868.15384287,166516265.95456636,8916844.837923365
10,15988.46197516631,3833661.930000002,153011025.6280515,166691219.47126222,8907148.685276872
