period,oha,ohv,ogs,ocp,ocf
1,8359.301616913699,1825553.8,104435247.04165077,157822861.42837435,8780090.406987108
2,7941.336536068014,1916831.4899999972,113849087.57530409,158768490.91126236,8749487.77589704
3,7941.336536068011,1916831.489999998,123396394.186886,160087614.79804918,8792509.443879088
4,7941.33653606802,1734276.1099999978,132904716.90715915,161661438.55509043,8877516.363419212
5,8777.26669775939,1734276.109999998,141801416.44611207,163399061.38678595,8950237.497171883
6,8777.266697759384,1734276.1099999973,149894526.1878452,165186488.47318548,9021445.276513452
7,8777.266697759384,1916831.4899999977,156824909.41598582,166898002.71697763,9078033.378665522
8,8777.26669775939,1916831.4899999977,162673015.07063007,168053563.17617488,9114234.820004951
9,8777.266697759384,1916831.489999998,167396827.79939994,168779904.07028297,9131950.128167558
10,8777.266697759385,1916831.4899999977,170940177.55602708,169145606.73178735,9135520.756082656
