period,oha,ohv,ogs,ocp,ocf
1,32392.6938035185,7302211.2,97992120.6887096,177710016.12825567,-842482.9187453485
2,34012.3284936944,6937100.640000007,101589980.21325663,178236710.28230006,-967148.3122674647
3,32365.95223341041,6937100.640000005,105361811.11182405,179377624.1858007,-1007970.6970911484
4,31984.19028023445,6937100.6400000015,108997531.23956564,180698839.6005598,-1056274.9076297388
5,34012.32849369442,6937100.64000001,112277358.20308882,182105754.93509185,-1088234.033483953
6,34012.32849369442,6937100.640000007,115221061.90697066,183712597.3841593,-1120968.5774944231
7,34012.32849369438,6937100.6400000015,117849640.39792106,185424654.2151606,-1162605.247634827
8,30773.059113342602,6937100.640000007,120178260.48060426,187327321.76467428,-1168789.3825607835
9,30773.059113342566,6937100.640000009,122252903.59540567,188379776.8173147,-1151970.9836219503
10,30773.05911334258,6937100.640000003,124440826.94174318,189404035.72132638,-1025874.8821371057
