period,oha,ohv,ogs,ocp,ocf
1,11880.97737259385,2738329.2,103361393.62988606,179697019.55373436,0.0
2,12475.026241223537,2601412.7400000007,111978110.79364406,182717527.8207121,0.0
3,11948.200686588132,2601412.7400000016,120750392.77478778,186439801.21938932,0.0
4,11286.928503964155,2601412.7400000007,129413759.22070752,190401922.59396735,0.0
5,11286.928503964153,2601412.740000002,137765259.30864498,194364597.77913567,0.0
6,11286.92850396415,2601412.7399999993,145642005.5930423,198204516.58976176,0.0
7,11286.928503964145,2601412.7399999998,152851537.07164037,202044270.53482208,0.0
8,11286.928503964158,2601412.740000001,159073637.29290712,205577196.94459444,0.0
9,11286.928503964155,2601412.7400000016,164209892.10852158,208716071.49010614,0.0
10,12475.02624122354,2797108.133728361,167997550.8338137,211503781.59817994,0.0
