period,oha,ohv,ogs,ocp,ocf
1,21622.82471768719,4563881.999999999,101213684.45341547,157123158.59746265,-1706578.9326424154
2,22703.96595357154,4792076.1,107254896.1065091,157101292.95703414,-2055926.486544825
3,22703.965953571533,4792076.100000001,113426116.44607903,157396288.71120697,-2274662.067082105
4,22703.965953571544,4335687.9,120058121.67472732,158149764.06563523,-2422258.214608855
5,22703.965953571536,4335687.899999997,126509074.99515021,159391213.40255433,-2506566.0035474617
6,22703.965953571555,4335687.900000002,132696617.18701524,160806610.7688421,-2505648.0484601837
7,21595.930875438793,4335687.8999999985,138445736.13048333,161871408.55288622,-2502515.5180684123
8,20541.683481802796,4335687.900000004,143481410.7229932,162818348.86775753,-2569681.389797911
9,20541.68348180281,4335687.899999998,147615871.56051758,163642688.90424243,-2574688.420360204
10,20541.6834818028,4335687.8999999985,150970608.63439205,164294369.07902482,-2565426.1724061007
