period,oha,ohv,ogs,ocp,ocf
1,18023.44090326912,3651105.6,102287539.04165076,157166496.20213482,-1719788.6350497378
2,18924.612948432576,3833660.8800000004,109450497.34115025,157332020.4930769,-2110733.355553069
3,18924.612948432565,3833660.8800000004,116753389.79866755,157848706.19503424,-2349357.1049869936
4,18924.61294843258,3833660.880000002,123970233.3578414,158856952.19288734,-2502155.929462873
5,18924.612948432572,3468550.3200000008,131385381.97336076,160238827.7613816,-2577398.3920518784
6,18924.61294843257,3468550.3200000003,138460541.30982697,161710678.06727466,-2589763.0260308105
7,17307.667671328585,3468550.32,145024022.1216513,162996045.7869369,-2608325.892316918
8,17122.26885810566,3468550.319999997,150820910.96290764,163990798.6064132,-2664809.8675485067
9,17122.268858105628,3468550.3200000008,155687154.4955528,164942253.6433281,-2685325.574308044
10,17122.268858105654,3468550.3200000017,159753182.12529153,165634546.72678816,-2660442.892694001
