period,oha,ohv,ogs,ocp,ocf
1,28138.434369941475,6389434.799999999,99065975.27694494,178077297.3668836,-900005.4236335318
2,29545.35608843857,6069963.059999999,103676242.70845073,179021465.54783624,-1060991.294159851
3,27765.62245275667,6069963.059999996,108475503.75615267,180640347.26741016,-1123435.4941480719
4,28394.77670899589,6069963.06,113137449.92430927,182424877.70339486,-1175707.1887368262
5,29545.356088438573,6069963.0600000005,117434902.36874488,184355217.4512299,-1221929.8679363017
6,29545.35608843855,6069963.060000003,121344844.11384976,186450103.17130083,-1245865.7743233603
7,29545.356088438548,6069963.059999995,124923707.43531995,188544991.12832215,-1276646.4487297467
8,26731.512651444435,6069963.060000002,128163147.67911306,190859111.95092937,-1257681.9242142607
9,26731.51265144441,6069963.060000004,131029424.42171921,192282625.34030804,-1217983.1323692263
10,26731.51265144443,6069963.060000004,133825548.23780875,193584107.09701753,-1086555.8851880967
