period,oha,ohv,ogs,ocp,ocf
1,12505.732401823143,2738329.2,103361393.6298861,179592259.917706,-1124554.624424669
2,11880.445781731993,2601412.739999999,112004818.09941746,182510008.52340445,-1437499.620457601
3,11880.445781731974,2601412.7399999998,120820197.65532735,186076673.92900163,-1581536.2295597817
4,13131.019021914302,2601412.740000001,129504469.86352003,189829427.643667,-1635551.8107674932
5,13131.019021914293,2601412.74,137804536.64614627,193616330.64709303,-1638236.8742761298
6,13131.0190219143,2601412.7400000007,145595901.51063263,197317964.9879009,-1591958.3695082832
7,13131.019021914297,2601412.740000001,152747225.88467908,200786894.79005593,-1539266.6644550045
8,12618.05042894549,2601412.740000001,159123447.835214,204064771.57806563,-1472222.26454841
9,11880.445781731978,2601412.7400000035,164644127.0469454,207209922.1872518,-1356376.6852664226
10,11880.445781731985,2601412.7399999998,169232973.15158272,209644672.12879944,-1249547.3202350594
