period,oha,ohv,ogs,ocp,ocf
1,1432.615221751125,363010.712531159,106155885.96808474,180435460.88633654,0.0
2,0.0,0.0,117812494.939834,184503372.34062177,0.0
3,0.0,0.0,129607835.3020705,189253441.7193713,0.0
4,0.0,0.0,141166555.54859868,194151058.38002896,0.0
5,0.0,0.0,152113200.51706392,198955845.4618238,0.0
6,0.0,0.0,162178969.6336938,203548482.8688587,0.0
7,0.0,0.0,171157361.44047752,207869807.5375029,0.0
8,0.0,0.0,178882788.7652985,211842385.51966488,0.0
9,0.0,0.0,185308912.10912606,215405231.78278637,0.0
10,177215.24766135387,40043984.796020105,143309532.73021555,212084860.1239556,0.0
