period,oha,ohv,ogs
1,0.0,0.0,106582957.39459197
2,0.0,0.0,118224920.51249859
3,0.0,0.0,129989851.70913523
4,0.0,0.0,141494120.42720646
5,0.0,0.0,152371267.0116893
6,0.0,0.0,162362883.529429
7,0.0,0.0,171267016.11607596
8,0.0,0.0,178920616.70162213
9,0.0,0.0,185282750.13087994
10,0.0,0.0,190335984.1251912
