period,oha,ohv,ogs,ocp,ocf
1,3774.220775908779,912776.3999999998,105509102.80635667,180260417.13381788,0.0
2,3585.5097371133415,867137.5800000002,116159050.43453158,184029032.49229074,0.0
3,3585.50973711334,867137.5800000001,126969848.39155276,188476056.08106086,0.0
4,3585.509737113341,867137.5800000001,137606896.40679097,193088291.1214255,0.0
5,3585.5097371133393,867137.5800000003,147742883.42800787,197621537.2519715,0.0
6,3585.5097371133384,867137.5800000003,157137061.88313496,201957645.38721907,0.0
7,3585.509737113341,867137.5800000002,165592297.79970366,206053054.152206,0.0
8,3585.5097371133397,867137.58,172937369.08881903,209865260.63780928,0.0
9,3585.5097371133406,867137.58,179084590.28376082,213404911.87738618,0.0
10,3962.931814704218,940791.9638636644,183870186.9988609,216520358.9752416,0.0
