identifier,timestep,theme0,theme1,theme2,theme3,theme4,theme5,species,Input,SoftwoodMerch,SoftwoodFoliage,SoftwoodOther,SoftwoodCoarseRoots,SoftwoodFineRoots,HardwoodMerch,HardwoodFoliage,HardwoodOther,HardwoodCoarseRoots,HardwoodFineRoots,AboveGroundVeryFastSoil,BelowGroundVeryFastSoil,AboveGroundFastSoil,BelowGroundFastSoil,MediumSoil,AboveGroundSlowSoil,BelowGroundSlowSoil,SoftwoodStemSnag,SoftwoodBranchSnag,HardwoodStemSnag,HardwoodBranchSnag,CO2,CH4,CO,NO2,Products,dtype_key,ecosystem_init,biomass_init,DOM_init,age,area,ecosystem,DOM,biomass
1,49,tsa04,1,7,100,7,7,softwood,10.0,1.8008413891449893,18.182783002262152,39.17376313363693,8.21837209933353,4.914567931226255,0.0,0.0,0.0,0.0,0.0,14.410446902429726,3.4675326217516407,13.851604926873517,1.2844801323830588,86.4030294123952,83.12915250545059,385.731990808128,25.09004671320263,1.9277894461846814,0.0,0.0,33708.212386006795,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,687.5864010244028,72.29032755560387,615.2960734687989,1,10.0,68.75864010244028,61.52960734687989,7.229032755560387
2,49,tsa04,1,7,100,7,7,softwood,5.0,1.0071465474691041,9.35387593277092,20.886381692257707,4.359631723979667,2.577292002314829,0.0,0.0,0.0,0.0,0.0,7.523136498876313,1.826483403620998,7.052787082403647,0.6293607959630274,42.68624624596803,41.58364630695105,192.61089448630486,12.020176062030432,1.0267198894286227,0.0,0.0,16858.229069400346,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,345.1437786703392,38.184327898792226,306.959450771547,2,5.0,69.02875573406784,61.391890154309394,7.636865579758445
1,50,tsa04,1,7,100,7,7,softwood,10.0,2.0142930949382083,18.70775186554184,41.772763384515414,8.719263447959333,5.154584004629658,0.0,0.0,0.0,0.0,0.0,15.046272997752625,3.652966807241996,14.105574164807294,1.2587215919260548,85.37249249193606,83.1672926139021,385.2217889726097,24.040352124060863,2.0534397788572454,0.0,0.0,33716.45813880069,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,690.2875573406784,76.36865579758445,613.918901543094,1,10.0,69.02875573406784,61.391890154309394,7.636865579758445
2,50,tsa04,1,7,100,7,7,softwood,5.0,1.1239959851514767,9.615732235487023,22.226757197555802,4.619534655489932,2.699025107349203,0.0,0.0,0.0,0.0,0.0,7.845532627424437,1.9209911805150006,7.214053728250068,0.6198663595369198,42.165368784533854,41.613595757355036,192.362935514227,11.517962286603789,1.093648976369928,0.0,0.0,16862.430954506082,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,346.6390003958495,40.28504518103344,306.35395521481604,2,5.0,69.3278000791699,61.27079104296321,8.057009036206688
1,51,tsa04,1,7,100,7,7,softwood,10.0,2.2479919703029534,19.231464470974046,44.453514395111604,9.239069310979865,5.398050214698406,0.0,0.0,0.0,0.0,0.0,15.691065254848874,3.8419823610300012,14.428107456500136,1.2397327190738396,84.33073756906771,83.22719151471007,384.725871028454,23.035924573207577,2.187297952739856,0.0,0.0,33724.861909012165,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,693.278000791699,80.57009036206688,612.7079104296321,1,10.0,69.3278000791699,61.27079104296321,8.057009036206688
2,51,tsa04,1,7,100,7,7,softwood,5.0,1.251687925870759,9.876783524987584,23.606987839277878,4.888962617968604,2.8223093444416367,0.0,0.0,0.0,0.0,0.0,8.172085496452297,2.0171637808237786,7.408414787817707,0.6135709676984455,41.639709291152684,41.65496624088922,192.1223217039763,11.037474125306932,1.1645099907405856,0.0,0.0,16866.716011971937,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,348.2769476374044,42.446731252546456,305.830216384858,2,5.0,69.65538952748088,61.16604327697159,8.489346250509291
1,52,tsa04,1,7,100,7,7,softwood,10.0,2.503375851741518,19.753567049975167,47.213975678555755,9.777925235937207,5.6446186888832734,0.0,0.0,0.0,0.0,0.0,16.344170992904594,4.034327561647557,14.816829575635413,1.227141935396891,83.27941858230537,83.30993248177845,384.2446434079526,22.074948250613865,2.329019981481171,0.0,0.0,33733.432023943875,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,696.5538952748088,84.89346250509291,611.660432769716,1,10.0,69.65538952748088,61.16604327697159,8.489346250509291
2,52,tsa04,1,7,100,7,7,softwood,5.0,1.390973228923972,10.136858046113577,25.025926675939587,5.167967751127309,2.946966513989614,0.0,0.0,0.0,0.0,0.0,8.502458114481131,2.114870150383314,7.63473330298838,0.6103043694959909,41.11004890671544,41.70826440957675,191.88924744671345,10.577845236823125,1.2391439831883098,0.0,0.0,16871.088221002123,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,350.0556081364599,44.66869221609406,305.3869159203659,2,5.0,70.01112162729198,61.07738318407318,8.933738443218811
1,53,tsa04,1,7,100,7,7,softwood,10.0,2.781946457847944,20.273716092227154,50.051853351879174,10.335935502254618,5.893933027979228,0.0,0.0,0.0,0.0,0.0,17.004916228962262,4.229740300766628,15.26946660597676,1.2206087389919817,82.22009781343088,83.4165288191535,383.7784948934269,21.15569047364625,2.4782879663766195,0.0,0.0,33742.176442004245,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,700.1112162729198,89.33738443218812,610.7738318407318,1,10.0,70.01112162729198,61.07738318407318,8.933738443218811
2,53,tsa04,1,7,100,7,7,softwood,5.0,1.5426347159054457,10.395789277584173,26.482299546206693,5.456585664133886,3.072814961678696,0.0,0.0,0.0,0.0,0.0,8.83630391610936,2.2139746121312176,7.891916434278638,0.6099104509659059,40.577125209318304,41.7739626793589,191.66389803502562,10.138249232829493,1.3174020519265475,0.0,0.0,16875.55137729814,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,351.97286678745286,46.95012416550889,305.02274262194396,2,5.0,70.39457335749057,61.004548524388795,9.390024833101778
1,54,tsa04,1,7,100,7,7,softwood,10.0,3.0852694318108913,20.791578555168346,52.96459909241339,10.913171328267772,6.145629923357392,0.0,0.0,0.0,0.0,0.0,17.67260783221872,4.427949224262435,15.783832868557276,1.2198209019318118,81.15425041863661,83.5479253587178,383.32779607005125,20.276498465658985,2.634804103853095,0.0,0.0,33751.10275459628,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,703.9457335749057,93.90024833101778,610.0454852438879,1,10.0,70.39457335749057,61.004548524388795,9.390024833101778
2,54,tsa04,1,7,100,7,7,softwood,5.0,1.707487050187094,10.653416025805829,27.974704921062,5.754834570472312,3.1996704048738813,0.0,0.0,0.0,0.0,0.0,9.173267898015233,2.314337464646026,8.178909158918973,0.6122459387964092,40.041634381744345,41.85249990237032,191.44644941467502,9.717898135004589,1.3991427516540904,0.0,0.0,16880.109093756095,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,354.0264980182261,49.29011297240112,304.736385045825,2,5.0,70.80529960364522,60.947277009165,9.858022594480223
1,55,tsa04,1,7,100,7,7,softwood,10.0,3.414974100374188,21.306832051611657,55.949409842124,11.509669140944624,6.399340809747763,0.0,0.0,0.0,0.0,0.0,18.346535796030466,4.628674929292052,16.357818317837946,1.2244918775928184,80.08326876348869,83.70499980474064,382.89289882935003,19.435796270009178,2.798285503308181,0.0,0.0,33760.21818751219,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,708.0529960364522,98.58022594480224,609.47277009165,1,10.0,70.80529960364522,60.947277009165,9.858022594480223
2,55,tsa04,1,7,100,7,7,softwood,5.0,1.8863764597840134,10.909582507787574,29.501614152635412,6.062714462368863,3.3273467703170945,0.0,0.0,0.0,0.0,0.0,9.512987807522501,2.4158156041725305,8.494688232704677,0.6171792007914068,39.504233285038325,41.94428197156657,191.23706796418742,9.316040896227326,1.4842298561239686,0.0,0.0,16884.76480096964,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,356.21415917122766,51.68763435289296,304.52652481833474,2,5.0,71.24283183424554,60.90530496366695,10.337526870578591
1,56,tsa04,1,7,100,7,7,softwood,10.0,3.7727529195680267,21.819165015575148,59.003228305270824,12.125428924737726,6.654693540634189,0.0,0.0,0.0,0.0,0.0,19.025975615045002,4.831631208345061,16.989376465409354,1.2343584015828135,79.00846657007665,83.88856394313314,382.47413592837484,18.632081792454652,2.9684597122479373,0.0,0.0,33769.52960193928,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,712.4283183424553,103.37526870578591,609.0530496366695,1,10.0,71.24283183424554,60.90530496366695,10.337526870578591
2,56,tsa04,1,7,100,7,7,softwood,5.0,2.080180287965931,11.164138423233814,31.061372142457373,6.380206332982368,3.4556570365295136,0.0,0.0,0.0,0.0,0.0,9.855095376673122,2.518263165376513,8.838256438508107,0.6245891357270958,38.965541442159854,42.04968236630649,191.03591030440145,8.931961982527767,1.5725304300750271,0.0,0.0,16889.52174758839,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,358.5333848649244,54.141554223169,304.3918306417554,2,5.0,71.70667697298488,60.87836612835108,10.828310844633801
1,57,tsa04,1,7,100,7,7,softwood,10.0,4.160360575931862,22.328276846467627,62.122744284914745,12.760412665964736,6.911314073059027,0.0,0.0,0.0,0.0,0.0,19.710190753346243,5.036526330753026,17.676512877016215,1.2491782714541917,77.93108288431971,84.09936473261298,382.0718206088029,17.863923965055534,3.1450608601500543,0.0,0.0,33779.04349517678,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,717.0667697298488,108.283108446338,608.7836612835108,1,10.0,71.70667697298488,60.87836612835108,10.828310844633801
2,57,tsa04,1,7,100,7,7,softwood,5.0,2.2898063552107657,11.416939015913146,32.65219845186945,6.70727145443802,3.5844140742665087,0.0,0.0,0.0,0.0,0.0,10.199217594084264,2.6215321758823134,9.208637139126383,0.6343641458665523,38.42614293550862,42.16904264711823,190.84312313971571,8.56498001242403,1.6639131724941547,0.0,0.0,16894.38300057852,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,360.9815823139182,56.6506293516979,304.3309529622203,2,5.0,72.19631646278364,60.866190592444056,11.33012587033958
1,58,tsa04,1,7,100,7,7,softwood,10.0,4.579612710421531,22.83387803182629,65.3043969037389,13.41454290887604,7.168828148533017,0.0,0.0,0.0,0.0,0.0,20.398435188168527,5.243064351764627,18.417274278252766,1.2687282917331046,76.85228587101724,84.33808529423646,381.68624627943143,17.12996002484806,3.3278263449883094,0.0,0.0,33788.76600115704,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,721.9631646278364,113.3012587033958,608.6619059244406,1,10.0,72.19631646278364,60.866190592444056,11.33012587033958
2,58,tsa04,1,7,100,7,7,softwood,5.0,2.5161921153791234,11.667845124427414,34.27218887719196,7.043850719569513,3.713431478404151,0.0,0.0,0.0,0.0,0.0,10.544978006304879,2.7254732195077724,9.604869147914904,0.6464011860140708,37.886588221930275,42.302672907464995,190.65884313238328,8.214446450346832,1.7582469985784275,0.0,0.0,16899.351445428638,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,363.5560275854176,59.21350831497216,304.34251927044545,2,5.0,72.71120551708353,60.86850385408909,11.842701662994433
1,59,tsa04,1,7,100,7,7,softwood,10.0,5.032384230758247,23.335690248854828,68.54437775438392,14.087701439139027,7.426862956808302,0.0,0.0,0.0,0.0,0.0,21.089956012609758,5.450946439015545,19.20973829582981,1.2928023720281416,75.77317644386055,84.60534581492999,381.31768626476656,16.428892900693665,3.516493997156855,0.0,0.0,33798.702890857276,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,727.1120551708352,118.42701662994432,608.6850385408909,1,10.0,72.71120551708353,60.86850385408909,11.842701662994433
2,59,tsa04,1,7,100,7,7,softwood,5.0,2.7603035883332083,11.916723222529884,35.91931751199655,7.38986405492531,3.842524384749529,0.0,0.0,0.0,0.0,0.0,10.891998039935622,2.8299361030279186,10.02600192726292,0.6606048835554463,37.34739586863213,42.450852189885914,190.48319681081853,7.879744350914671,1.8553998324296828,0.0,0.0,16904.429786340654,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,366.25386276899735,61.828732762534486,304.42513000646284,2,5.0,73.25077255379946,60.885026001292566,12.365746552506897
1,60,tsa04,1,7,100,7,7,softwood,10.0,5.520607176666417,23.833446445059767,71.8386350239931,14.77972810985062,7.685048769499058,0.0,0.0,0.0,0.0,0.0,21.783996079871244,5.659872206055837,20.05200385452584,1.3212097671108927,74.69479173726425,84.90170437977183,380.96639362163705,15.759488701829342,3.7107996648593655,0.0,0.0,33808.85957268131,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,732.5077255379947,123.65746552506897,608.8502600129257,1,10.0,73.25077255379946,60.885026001292566,12.365746552506897
2,60,tsa04,1,7,100,7,7,softwood,5.0,3.023134050649401,12.163445449164287,37.59143931844312,7.745209912192403,3.9715102654606085,0.0,0.0,0.0,0.0,0.0,11.239898335439065,2.9347705212743063,10.471091122263642,0.6768867244460097,36.80905421326464,42.613828873428986,190.31630051250147,7.560287150878693,1.9552375865386107,0.0,0.0,16909.620546441543,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,369.07209403594527,64.49473899590981,304.5773550400354,2,5.0,73.81441880718906,60.91547100800708,12.898947799181963
1,61,tsa04,1,7,100,7,7,softwood,10.0,6.046268101298802,24.326890898328575,75.18287863688624,15.490419824384807,7.943020530921217,0.0,0.0,0.0,0.0,0.0,22.47979667087813,5.8695410425486125,20.942182244527284,1.3537734488920194,73.61810842652928,85.22765774685797,380.63260102500294,15.120574301757387,3.9104751730772214,0.0,0.0,33819.24109288309,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,738.1441880718905,128.98947799181963,609.1547100800708,1,10.0,73.81441880718906,60.91547100800708,12.898947799181963
2,61,tsa04,1,7,100,7,7,softwood,5.0,3.3057024656002088,12.407889628418328,39.28629322910051,8.109764844700184,4.100209697032243,0.0,0.0,0.0,0.0,0.0,11.588300083348031,3.0398267154128273,10.93919443479884,0.6951643005781534,36.272022951256176,42.79182103882496,190.15826036169108,7.255517505607702,2.0576233075870203,0.0,0.0,16914.926068048342,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,372.0075905639563,67.20985986485147,304.79773069910476,2,5.0,74.40151811279125,60.95954613982095,13.441971972970293
1,62,tsa04,1,7,100,7,7,softwood,10.0,6.6114049312004175,24.815779256836656,78.57258645820102,16.219529689400368,8.200419394064486,0.0,0.0,0.0,0.0,0.0,23.176600166696062,6.079653430825655,21.87838886959768,1.3903286011563067,72.54404590251235,85.58364207764993,380.31652072338215,14.511035011215403,4.115246615174041,0.0,0.0,33829.852136096684,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,744.0151811279126,134.41971972970293,609.5954613982095,1,10.0,74.40151811279125,60.95954613982095,13.441971972970293
2,62,tsa04,1,7,100,7,7,softwood,5.0,3.6090516332316303,12.649939279605444,41.00150579995847,8.483383175091896,4.2284470951487165,0.0,0.0,0.0,0.0,0.0,11.936826353480136,3.1449561193394375,11.429367841594335,0.7153606143871971,35.73673465332604,42.98501681738216,190.00917228179887,6.964906167031163,2.1624164710893234,0.0,0.0,16920.348513014924,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,375.0570843024649,69.97232698303617,305.0847573194287,2,5.0,75.01141686049297,61.016951463885746,13.994465396607234
1,63,tsa04,1,7,100,7,7,softwood,10.0,7.2181032664632605,25.29987855921089,82.00301159991695,16.966766350183793,8.456894190297433,0.0,0.0,0.0,0.0,0.0,23.87365270696027,6.289912238678875,22.85873568318867,1.4307212287743942,71.47346930665208,85.97003363476432,380.01834456359774,13.929812334062326,4.324832942178647,0.0,0.0,33840.69702602985,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,750.1141686049298,139.94465396607234,610.1695146388574,1,10.0,75.01141686049297,61.016951463885746,13.994465396607234
2,63,tsa04,1,7,100,7,7,softwood,5.0,3.934246041159819,12.889483617707764,42.73459543443508,8.865896759599071,4.356051411114121,0.0,0.0,0.0,0.0,0.0,12.285103407786082,3.2500119892896824,11.940662158520606,0.7374034369414681,35.20359621594227,43.19357472911843,189.8691220419264,6.687950900002225,2.269472409971055,0.0,0.0,16925.889863185643,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,378.2171705535141,72.78027326401586,305.43689728949823,2,5.0,75.64343411070283,61.087379457899644,14.556054652803173
1,64,tsa04,1,7,100,7,7,softwood,10.0,7.868492082319638,25.77896723541553,85.46919086887016,17.731793519198142,8.712102822228243,0.0,0.0,0.0,0.0,0.0,24.570206815572163,6.500023978579365,23.881324317041212,1.4748068738829363,70.40719243188454,86.38714945823686,379.7382440838528,13.37590180000445,4.53894481994211,0.0,0.0,33851.779726371286,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,756.4343411070282,145.56054652803172,610.8737945789965,1,10.0,75.64343411070283,61.087379457899644,14.556054652803173
2,64,tsa04,1,7,100,7,7,softwood,5.0,4.282369396684029,13.126417544430646,44.48297719706705,9.257114853632835,4.482856785043509,0.0,0.0,0.0,0.0,0.0,12.6327619875963,3.3548500119720086,12.472119952436776,0.7612247161119534,34.67299024733765,43.4176240151939,189.7381853367415,6.424175434084542,2.3786418643981024,0.0,0.0,16931.55192097734,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,381.4843093427308,75.63173577685808,305.8525735658727,2,5.0,76.29686186854616,61.17051471317454,15.126347155371615
1,65,tsa04,1,7,100,7,7,softwood,10.0,8.564738793368058,26.252835088861293,88.9659543941341,18.51422970726567,8.965713570087019,0.0,0.0,0.0,0.0,0.0,25.2655239751926,6.709700023944017,24.94423990487355,1.5224494322239068,69.3459804946753,86.8352480303878,379.476370673483,12.848350868169083,4.757283728796205,0.0,0.0,33863.10384195468,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,762.9686186854616,151.26347155371616,611.7051471317454,1,10.0,76.29686186854616,61.17051471317454,15.126347155371615
2,65,tsa04,1,7,100,7,7,softwood,5.0,4.654521820988644,13.360641630135564,46.24396823421549,9.656824082623512,4.6087031515218975,0.0,0.0,0.0,0.0,0.0,12.979438566281722,3.4593288868035517,13.022772801141624,0.7867600317312669,34.1452763915485,43.65726496927239,189.61642789855966,6.1731284478071045,2.4897706420723225,0.0,0.0,16937.336310107934,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,384.85482755470326,78.5246589194851,306.3301686352182,2,5.0,76.97096551094066,61.266033727043634,15.70493178389702
1,66,tsa04,1,7,100,7,7,softwood,10.0,9.309043641977288,26.72128326027113,92.48793646843097,19.313648165247024,9.217406303043795,0.0,0.0,0.0,0.0,0.0,25.958877132563444,6.918657773607103,26.045545602283248,1.5735200634625337,68.290552783097,87.31452993854478,379.2328557971193,12.346256895614209,4.979541284144645,0.0,0.0,33874.67262021587,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,769.7096551094065,157.0493178389702,612.6603372704363,1,10.0,76.97096551094066,61.266033727043634,15.70493178389702
2,66,tsa04,1,7,100,7,7,softwood,5.0,5.0518166866182,13.592062086933051,48.01479381750261,10.064788521207237,4.733436794006717,0.0,0.0,0.0,0.0,0.0,13.324776558704741,3.5633108781460816,13.59163890144644,0.8139480949332678,33.62079259279634,43.91256927202398,189.50390564021302,5.934382582471182,2.6026993798376803,0.0,0.0,16943.244476486692,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,388.32492180684056,81.45689790626781,306.8680239005728,2,5.0,77.66498436136811,61.373604780114555,16.291379581253562
1,67,tsa04,1,7,100,7,7,softwood,10.0,10.1036333732364,27.184124173866103,96.02958763500521,20.129577042414475,9.466873588013433,0.0,0.0,0.0,0.0,0.0,26.649553117409482,7.126621756292163,27.18327780289288,1.6278961898665356,67.24158518559268,87.82513854404796,379.00781128042604,11.868765164942364,5.205398759675361,0.0,0.0,33886.488952973385,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,776.6498436136811,162.91379581253562,613.7360478011456,1,10.0,77.66498436136811,61.373604780114555,16.291379581253562
2,67,tsa04,1,7,100,7,7,softwood,5.0,5.475377080086421,13.820590733231072,49.792594023787856,10.480749882984792,4.856910844852597,0.0,0.0,0.0,0.0,0.0,13.668427479299075,3.6666623338042115,14.177721024973204,0.8427302891157108,33.099856302392524,44.183580332590786,189.40066482703142,5.707533482634231,2.7172633988306725,0.0,0.0,16949.27768927838,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,391.8906620356146,84.42622256494273,307.46443947067183,2,5.0,78.37813240712292,61.49288789413437,16.885244512988546
1,68,tsa04,1,7,100,7,7,softwood,10.0,10.950754160172842,27.641181466462143,99.58518804757571,20.961499765969585,9.713821689705194,0.0,0.0,0.0,0.0,0.0,27.33685495859815,7.333324667608423,28.355442049946408,1.6854605782314216,66.19971260478505,88.36716066518157,378.80132965406284,11.415066965268462,5.434526797661345,0.0,0.0,33898.55537855676,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,783.7813240712292,168.85244512988547,614.9288789413437,1,10.0,78.37813240712292,61.49288789413437,16.885244512988546
2,68,tsa04,1,7,100,7,7,softwood,5.0,5.926331872459272,14.046144950046365,51.574431063268435,10.904427822175741,4.9789857284661,0.0,0.0,0.0,0.0,0.0,14.010052041174255,3.7692541664518133,14.78000482096607,0.8730502501909267,32.58276563020982,44.47031364047426,189.30674227603043,5.492198860438286,2.833292646589184,0.0,0.0,16955.43704215072,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,395.547995768941,87.43032143641592,308.11767433252504,2,5.0,79.1095991537882,61.62353486650501,17.486064287283185
1,69,tsa04,1,7,100,7,7,softwood,10.0,11.852663744918544,28.09228990009273,103.14886212653687,21.808855644351482,9.9579714569322,0.0,0.0,0.0,0.0,0.0,28.02010408234851,7.538508332903627,29.56000964193214,1.7461005003818535,65.16553126041964,88.94062728094852,378.61348455206087,10.984397720876572,5.666585293178368,0.0,0.0,33910.87408430144,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,791.095991537882,174.86064287283185,616.2353486650501,1,10.0,79.1095991537882,61.62353486650501,17.486064287283185
2,69,tsa04,1,7,100,7,7,softwood,5.0,6.4058113820673075,14.268647629397528,53.357297264717936,11.335520347570602,5.0995295457419765,0.0,0.0,0.0,0.0,0.0,14.349321189282119,3.870962295089622,15.397457465148147,0.9048534839858315,32.069800442633536,44.772757130968344,189.22216558020298,5.28801758099633,2.9506117205303974,0.0,0.0,16961.723454712337,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,399.2927530583326,90.46680616949534,308.8259468888373,2,5.0,79.85855061166652,61.765189377767456,18.093361233899067
1,70,tsa04,1,7,100,7,7,softwood,10.0,12.811622764134615,28.537295258795055,106.71459452943587,22.671040695141205,10.199059091483953,0.0,0.0,0.0,0.0,0.0,28.698642378564237,7.741924590179244,30.794914930296294,1.809706967971663,64.13960088526707,89.54551426193669,378.44433116040597,10.57603516199266,5.901223441060795,0.0,0.0,33923.446909424674,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,798.5855061166652,180.93361233899068,617.6518937776746,1,10.0,79.85855061166652,61.765189377767456,18.093361233899067
2,70,tsa04,1,7,100,7,7,softwood,5.0,6.9149426151917766,14.488027115108292,55.13812372393257,11.773704348257583,5.218418398582063,0.0,0.0,0.0,0.0,0.0,14.685917061398486,3.971668044100187,16.029026653427163,0.9380870188245216,31.56122340877691,45.09087156696004,189.14695335564534,5.0946487661008515,3.069039968042619,0.0,0.0,16968.13767414614,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,403.12065204434833,93.53321620107228,309.5874358432761,2,5.0,80.62413040886966,61.91748716865523,18.706643240214454
1,71,tsa04,1,7,100,7,7,softwood,10.0,13.829885230383553,28.976054230216583,110.27624744786515,23.547408696515166,10.436836797164126,0.0,0.0,0.0,0.0,0.0,29.371834122796972,7.943336088200374,32.058053306854326,1.8761740376490432,63.12244681755382,90.18174313392008,378.2939067112907,10.189297532201703,6.138079936085238,0.0,0.0,33936.27534829228,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,806.2413040886967,187.06643240214456,619.1748716865523,1,10.0,80.62413040886966,61.91748716865523,18.706643240214454
2,71,tsa04,1,7,100,7,7,softwood,5.0,7.454844072667215,14.704217136357865,56.913789618102406,12.218636229679255,5.335536653943045,0.0,0.0,0.0,0.0,0.0,15.019533871451333,4.07125849794847,16.673639939025144,0.9726990914763228,31.057280996622573,45.42459093964682,189.0811155091131,4.911770913575867,3.1883916591261325,0.0,0.0,16974.68027704127,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,407.0273051287356,96.6270237107498,310.40028141798575,2,5.0,81.40546102574712,62.08005628359715,19.32540474214996
1,72,tsa04,1,7,100,7,7,softwood,10.0,14.90968814533443,29.40843427271573,113.82757923620481,24.43727245935851,10.67107330788609,0.0,0.0,0.0,0.0,0.0,30.039067742902667,8.14251699589694,33.34727987805029,1.9453981829526457,62.11456199324515,90.84918187929364,378.1622310182262,9.823541827151734,6.376783318252265,0.0,0.0,33949.36055408254,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,814.0546102574712,193.2540474214996,620.8005628359715,1,10.0,81.40546102574712,62.08005628359715,19.32540474214996
2,72,tsa04,1,7,100,7,7,softwood,5.0,8.026620112889553,14.917156734322612,58.68113218504121,12.669952657669569,5.450777147490684,0.0,0.0,0.0,0.0,0.0,15.34987871055504,4.169626810070135,17.33020441135378,1.0086388647813012,30.558204420632784,45.773822890481384,189.0246535235052,4.739081029658616,3.3084762280801923,0.0,0.0,16981.35167142528,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,411.00822572653203,99.74563883741362,311.26258688911844,2,5.0,82.2016451453064,62.252517377823686,19.949127767482725
1,73,tsa04,1,7,100,7,7,softwood,10.0,16.053240225779106,29.834313468645224,117.36226437008241,25.339905315339138,10.901554294981368,0.0,0.0,0.0,0.0,0.0,30.69975742111008,8.33925362014027,34.66040882270756,2.0172777295626023,61.11640884126557,91.54764578096277,378.0493070470104,9.478162059317231,6.6169524561603845,0.0,0.0,33962.70334285056,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,822.0164514530641,199.49127767482724,622.5251737782369,1,10.0,82.2016451453064,62.252517377823686,19.949127767482725
2,73,tsa04,1,7,100,7,7,softwood,5.0,8.6313548647463,15.126790182259398,60.43695736196188,13.127271407243995,5.564041327546798,0.0,0.0,0.0,0.0,0.0,15.67667226197543,4.266672464987319,17.997606714656943,1.0458561753757722,30.064210542257108,46.138449156444906,188.97756075870635,4.576293771871737,3.429098581180083,0.0,0.0,16988.15209899683,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,415.05883557121405,102.88641514375838,312.1724204274557,2,5.0,83.01176711424282,62.434484085491135,20.577283028751676
