period,oha,ohv,ogs,ocp,ocf
1,7938.835320711673,965573.9999999998,16882840.36083347,49734743.145421304,-323114.5755055965
2,8335.777086747257,1013852.6999999998,19650924.888200022,49720712.6868432,-628569.748501868
3,8335.777086747252,917295.2999999996,22824771.224939402,50008613.75064136,-789071.304156166
4,8335.777086747257,917295.2999999998,26204124.506907783,50550289.15680415,-893774.1647487204
5,8335.777086747257,917295.2999999999,29551649.2943878,50872044.31260795,-934859.511947542
6,7541.893554676091,917295.2999999997,32731352.282963075,50939263.1347638,-1009190.1112920817
7,7541.893554676089,917295.2999999995,35693306.58361321,51191537.76658525,-1087843.2858274672
8,7541.893554676089,917295.2999999997,38394294.396467485,51633739.46381303,-1136662.258606581
9,7541.893554676086,917295.2999999998,40784883.96876172,52209855.68084674,-1165293.842205688
10,7541.893554676088,917295.2999999993,43038637.319224894,52800495.516419575,-1144301.2444946552
