period,oha,ohv,ogs,ocp,ocf
1,637.1135591315708,107286.0,17892590.949068766,49893377.69723773,-342392.1229754664
2,605.2578811749923,112650.29999999996,21772387.44432267,50151294.15681292,-699540.6371935051
3,605.2578811749923,112650.29999999997,25993094.630435858,50774638.74194448,-896585.2284451259
4,605.2578811749923,112650.29999999999,30420983.863530125,51673881.275656864,-1023425.4851912087
5,605.257881174992,101921.70000000001,34820942.2531417,52382958.104469776,-1080015.5796047342
6,605.257881174992,101921.69999999998,39025300.50558596,52799766.913379796,-1151766.3245854755
7,605.2578811749922,101921.69999999997,42944178.956323616,53257769.44774893,-1213588.7075677651
8,668.9692370881493,101921.69999999998,46522903.589507736,53760120.783567026,-1254572.5895402492
9,668.969237088149,101921.69999999997,49719254.41016199,54287657.43908765,-1273016.11955753
10,605.2578811749921,101921.69999999994,52610168.308109045,54825445.84020293,-1261629.3904404053
