period,oha,ohv,ogs,ocp,ocf
1,5915.001609760094,965574.0000000001,16882840.360833474,49846207.473095305,3099924.474170391
2,5619.2515292720855,917295.2999999993,19774847.362043362,50032250.44216027,2996935.126011186
3,5619.251529272084,917295.2999999999,22958748.219238643,50522446.64699455,2992720.1081323205
4,5619.251529272085,917295.3000000003,26325268.707020164,51261227.420306645,3043743.8702644617
5,5619.251529272083,917295.3,29634952.394484103,51782938.700427026,3093367.2268033777
6,6007.57183373786,917295.3,32740762.13187312,52020340.86006988,3121533.1739871693
7,6210.751690248096,952931.7303332323,35530074.74685308,52386254.124385834,3152620.617459647
8,6210.751690248096,917295.2999999999,38047995.245219365,52798220.35932994,3191618.6347862002
9,6210.751690248096,930456.8532621528,40207844.023742564,53223693.50483069,3231403.2465835377
10,6210.751690248094,1000835.9802802238,42028331.792036474,53622510.350221865,3266788.504495806
