period,oha,ohv,ogs,ocp,ocf
1,4015.552065447847,536429.9999999999,17387715.654951114,52657574.82095718,-296035.67267131415
2,4216.329668720237,509608.50000000023,20787587.122098405,53781002.83648971,-577995.9599378553
3,4216.329668720238,509608.5000000001,24510617.741451193,55431950.8031647,-726939.6977762448
4,4216.329668720239,509608.5000000002,28433145.138166808,57430267.60233601,-807377.8596047185
5,4216.329668720238,509608.50000000023,32315032.151106756,59458786.50809693,-831666.1200521805
6,4091.8685073364377,509608.5000000001,36028024.88628518,61600987.10653463,-869395.4612767005
7,3814.7744621754537,509608.50000000006,39497563.43157183,63800998.19344282,-880838.4214545297
8,3814.774462175453,509608.5000000003,42669627.347079255,65983647.105724186,-871058.147273657
9,3814.7744621754528,509608.5000000001,45543494.744187586,68039678.10271327,-837990.0392348156
10,3814.7744621754528,509608.5000000002,48206245.40051099,69919139.11526582,-757398.9411369035
