period,oha,ohv,ogs,ocp,ocf
1,6079.204494881139,858287.9999999999,17009059.18436288,52547734.01170721,-268334.46559454635
2,6383.164719625195,815373.6,20031203.457716588,53509330.07460395,-532375.7289238267
3,6383.164719625195,815373.5999999996,23357243.230181374,54954026.00540593,-670013.5735578015
4,6383.164719625192,815373.5999999996,26876949.16912576,56718997.958711885,-745537.8513499544
5,6383.164719625194,815373.5999999996,30360215.589265373,58499617.88780399,-766862.7441575349
6,5775.244270137079,815373.5999999995,33682331.85200975,60416691.19428371,-810948.0962733468
7,5775.244270137081,815373.5999999996,36773718.28009489,62394150.60844769,-830631.3022557303
8,5775.244270137082,815373.5999999993,39586743.31472733,64388022.70452826,-832017.6144131034
9,5775.244270137082,815373.5999999997,42140640.08465364,66259526.19954525,-810661.1116718809
10,5775.244270137078,815373.5999999996,44558131.59176078,67982324.75150193,-733772.4573956169
